/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556200592.358,14.463,4.141,81.363,0.0,0.0,0.032,369.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,585.0,0.0,0.0,0.0,0.0,0.0,286720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7600033792.0,1668698112.0,10735669248.0,79943208960.0,0.0,0.0
1556200593.358,13.417,5.204,81.348,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,1478656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,7559892992.0,1668698112.0,10784862208.0,79934156800.0,0.0,0.0
1556200594.358,6.321,6.321,86.915,0.158,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10104832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,7588818944.0,1668698112.0,10778890240.0,79911202816.0,0.0,0.0
1556200595.358,5.711,4.079,89.834,0.094,0.0,0.282,198.0,5937.0,0.0,126.0,0.0,0.0,5254.0,2459.0,5160.0,2432.0,0.0,126.0,5260.0,2555.0,0.0,126.0,0.0,126.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,28649.0,26348.0,0.0,32768.0,0.0,0.0,0.0,3674112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,249.0,0.0,0.0,7574491136.0,1668698112.0,10753032192.0,79951388672.0,0.0,0.0
1556200596.358,0.689,0.376,98.873,0.031,0.0,0.031,24121.0,15001.0,35707.0,10373.0,0.0,0.0,3008.0,12033.0,3114.0,12113.0,0.0,42.0,3075.0,12101.0,0.0,42.0,8332.0,14370.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,93445.0,106173.0,0.0,516096.0,0.0,0.0,0.0,131072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,8.0,0.0,0.0,7572463616.0,1668698112.0,10753114112.0,79953334272.0,0.0,0.0
1556200597.358,0.125,0.156,99.718,0.0,0.0,0.0,618.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572332544.0,1668698112.0,10753118208.0,79953461248.0,0.0,0.0
1556200598.358,0.188,0.250,99.562,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570935808.0,1668698112.0,10753118208.0,79954857984.0,0.0,0.0
1556200599.358,0.063,0.250,99.406,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,51224576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,7568523264.0,1668698112.0,10753118208.0,79957270528.0,0.0,0.0
1556200600.358,0.219,0.188,99.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,1331.0,0.0,118784.0,0.0,0.0,0.0,55865344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,108.0,0.0,0.0,7568334848.0,1668698112.0,10753118208.0,79957458944.0,0.0,0.0
1556200601.358,0.094,0.219,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,628.0,0.0,0.0,0.0,0.0,0.0,266240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7567065088.0,1668698112.0,10753118208.0,79958728704.0,0.0,0.0
1556200602.358,8.249,1.700,89.578,0.126,0.0,0.346,1251281.0,1415672.0,179305.0,158039.0,0.0,0.0,704574.0,398959.0,792955.0,458701.0,0.0,0.0,607256.0,436166.0,0.0,0.0,518241.0,384988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29678.0,8022.0,29702.0,8026.0,5943519.0,5793601.0,0.0,921600.0,0.0,0.0,0.0,1781760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,218.0,0.0,0.0,7636578304.0,1668698112.0,10753527808.0,79888805888.0,0.0,0.0
1556200603.358,52.006,7.197,38.535,0.255,0.0,2.006,15722399.0,6929587.0,40204851.0,10187436.0,0.0,0.0,3518254.0,12004184.0,3497633.0,11884640.0,0.0,0.0,3345426.0,11879128.0,0.0,0.0,3667009.0,12029666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79281350.0,87474811.0,0.0,119242752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20570.0,0.0,0.0,0.0,0.0,0.0,0.0,7720263680.0,1668698112.0,10789691392.0,79768956928.0,0.0,0.0
1556200604.358,51.051,7.376,39.405,0.356,0.0,1.812,13891545.0,6888821.0,33211685.0,8639947.0,0.0,0.0,3317272.0,10148348.0,3538784.0,10218723.0,0.0,0.0,3391068.0,10206165.0,0.0,0.0,3486253.0,10189142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70307153.0,77005720.0,0.0,126672896.0,0.0,0.0,0.0,200704.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21776.0,0.0,0.0,0.0,9.0,0.0,0.0,7724494848.0,1668698112.0,10832453632.0,79721963520.0,0.0,0.0
1556200605.357,52.498,6.902,38.070,0.281,0.0,2.249,13667615.0,6827002.0,32853594.0,8467816.0,0.0,0.0,3328965.0,10058420.0,3463585.0,10070146.0,0.0,0.0,3342341.0,10093163.0,0.0,0.0,3467294.0,10109115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69532502.0,76076327.0,0.0,125956096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21711.0,0.0,0.0,0.0,0.0,0.0,0.0,7735881728.0,1668698112.0,10875461632.0,79667568640.0,0.0,0.0
1556200606.358,51.303,6.658,39.949,0.322,0.0,1.769,13623517.0,6717029.0,32576172.0,8424094.0,0.0,0.0,3317805.0,10016326.0,3448334.0,9947456.0,0.0,0.0,3296381.0,9930577.0,0.0,0.0,3467437.0,9990261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68974679.0,75379281.0,0.0,122863616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21154.0,0.0,0.0,0.0,0.0,0.0,0.0,7741923328.0,1668698112.0,10915635200.0,79621353472.0,0.0,0.0
1556200607.358,51.392,6.772,39.494,0.348,0.0,1.994,13717002.0,6794211.0,27810650.0,8433076.0,0.0,0.0,3313997.0,9340295.0,3427692.0,8802871.0,0.0,0.0,3280276.0,8642867.0,0.0,0.0,3415743.0,8408512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,64319061.0,70772902.0,0.0,124899328.0,0.0,0.0,0.0,118784.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21467.0,0.0,0.0,0.0,3.0,0.0,0.0,7742377984.0,1668698112.0,10958610432.0,79577923584.0,0.0,0.0
1556200608.357,50.933,6.285,40.687,0.295,0.0,1.800,14113393.0,6917052.0,26398970.0,8737023.0,0.0,0.0,3314632.0,7723931.0,3575852.0,8711202.0,0.0,0.0,3411430.0,8645644.0,0.0,0.0,3466282.0,8900543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63829572.0,70781512.0,0.0,120737792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20674.0,0.0,0.0,0.0,0.0,0.0,0.0,7747756032.0,1668698112.0,10999943168.0,79531212800.0,0.0,0.0
1556200609.358,51.019,6.815,39.586,0.382,0.0,2.197,13839931.0,6826781.0,26379850.0,8486741.0,0.0,0.0,3392106.0,8832108.0,3418925.0,8467111.0,0.0,0.0,3251966.0,8275122.0,0.0,0.0,3490990.0,8345191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63246615.0,69936163.0,0.0,121794560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20924.0,0.0,0.0,0.0,0.0,0.0,0.0,7753580544.0,1668698112.0,11039522816.0,79485808640.0,0.0,0.0
1556200610.358,50.565,7.399,39.677,0.226,0.0,2.132,14107405.0,6931397.0,27496678.0,8645724.0,0.0,0.0,3319618.0,8664580.0,3532935.0,8389767.0,0.0,0.0,3390902.0,9125178.0,0.0,0.0,3466715.0,8968035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64907896.0,71744101.0,0.0,123957248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21311.0,0.0,0.0,0.0,0.0,0.0,0.0,7757893632.0,1668698112.0,11081531392.0,79439486976.0,0.0,0.0
1556200611.357,52.638,6.300,38.727,0.320,0.0,2.015,13820474.0,6847529.0,25981923.0,8472541.0,0.0,0.0,3339474.0,8570614.0,3469820.0,8539331.0,0.0,0.0,3330866.0,7972180.0,0.0,0.0,3481294.0,8402137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62887402.0,69510798.0,0.0,135647232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21230.0,0.0,0.0,0.0,0.0,0.0,0.0,7762165760.0,1668698112.0,11118432256.0,79398313984.0,0.0,0.0
1556200612.358,50.980,7.131,39.576,0.353,0.0,1.960,13714361.0,6771424.0,27485712.0,8360375.0,0.0,0.0,3316685.0,8837166.0,3445695.0,8804024.0,0.0,0.0,3293813.0,8850137.0,0.0,0.0,3448989.0,8503218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64085881.0,70700735.0,0.0,122515456.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21029.0,0.0,0.0,0.0,3.0,0.0,0.0,7763034112.0,1668698112.0,11162177536.0,79353700352.0,0.0,0.0
1556200613.358,51.752,7.038,38.885,0.287,0.0,2.038,13937666.0,6843384.0,27225865.0,8569737.0,0.0,0.0,3275458.0,8601883.0,3441853.0,8737228.0,0.0,0.0,3344644.0,8812018.0,0.0,0.0,3443307.0,8639682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64150804.0,70960234.0,0.0,120086528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20602.0,0.0,0.0,0.0,0.0,0.0,0.0,7763849216.0,1668698112.0,11202293760.0,79312769024.0,0.0,0.0
1556200614.358,51.540,6.739,39.570,0.321,0.0,1.829,13728618.0,6797929.0,25202434.0,8358304.0,0.0,0.0,3318548.0,8077756.0,3445954.0,7779707.0,0.0,0.0,3258762.0,8508977.0,0.0,0.0,3437322.0,8287016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61785289.0,68310915.0,0.0,120197120.0,0.0,0.0,0.0,2441216.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,20632.0,0.0,0.0,0.0,42.0,0.0,0.0,7765151744.0,1668698112.0,11243028480.0,79270731776.0,0.0,0.0
1556200615.358,50.778,7.134,39.591,0.324,0.0,2.173,13963259.0,6823523.0,25719147.0,8589934.0,0.0,0.0,3356048.0,8157210.0,3381369.0,8363623.0,0.0,0.0,3338333.0,8483809.0,0.0,0.0,3490076.0,8241190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62738296.0,69514288.0,0.0,118915072.0,0.0,0.0,0.0,58609664.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,12248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20331.0,0.0,0.0,0.0,117.0,0.0,0.0,7765651456.0,1668698112.0,11284942848.0,79228317696.0,0.0,0.0
1556200616.358,52.319,6.236,39.367,0.320,0.0,1.759,13904572.0,6767232.0,26046568.0,8513438.0,0.0,0.0,3268383.0,8400951.0,3453398.0,8722943.0,0.0,0.0,3323847.0,8150280.0,0.0,0.0,3399842.0,8388900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62728895.0,69648562.0,0.0,119427072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20375.0,0.0,0.0,0.0,0.0,0.0,0.0,7770275840.0,1668698112.0,11324145664.0,79184490496.0,0.0,0.0
1556200617.357,51.793,6.268,39.645,0.291,0.0,2.003,13590335.0,6744655.0,26307913.0,8251424.0,0.0,0.0,3347279.0,8330818.0,3366756.0,8154244.0,0.0,0.0,3246423.0,8539877.0,0.0,0.0,3472335.0,8636995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62680698.0,69046887.0,0.0,118493184.0,0.0,0.0,0.0,131072.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20319.0,0.0,0.0,0.0,8.0,0.0,0.0,7770542080.0,1668698112.0,11364155392.0,79144214528.0,0.0,0.0
1556200618.358,51.504,7.249,38.778,0.285,0.0,2.184,14039645.0,6807183.0,26446483.0,8641158.0,0.0,0.0,3274101.0,8391064.0,3478034.0,8525450.0,0.0,0.0,3337956.0,8856326.0,0.0,0.0,3420276.0,8171821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63394619.0,70256943.0,0.0,117596160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20101.0,0.0,0.0,0.0,0.0,0.0,0.0,7772659712.0,1668698112.0,11403948032.0,79102304256.0,0.0,0.0
1556200619.358,51.217,7.015,39.302,0.288,0.0,2.178,13978352.0,6780494.0,25543309.0,8560434.0,0.0,0.0,3330169.0,8425148.0,3426905.0,8204747.0,0.0,0.0,3321274.0,8052526.0,0.0,0.0,3435924.0,8416871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62458624.0,69282585.0,0.0,118546432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,20412.0,0.0,0.0,0.0,0.0,0.0,0.0,7776006144.0,1668698112.0,11445972992.0,79056932864.0,0.0,0.0
1556200620.358,53.611,6.745,37.130,0.414,0.0,2.100,13922650.0,6827486.0,24764552.0,8470158.0,0.0,0.0,3319431.0,8338565.0,3428926.0,7688548.0,0.0,0.0,3322822.0,8529691.0,0.0,0.0,3446611.0,7780587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61663673.0,68454189.0,0.0,162340864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21653.0,0.0,0.0,0.0,0.0,0.0,0.0,7777230848.0,1668698112.0,11482480640.0,79019200512.0,0.0,0.0
1556200621.358,50.489,6.947,39.889,0.294,0.0,2.381,13986694.0,6801961.0,25872372.0,8557057.0,0.0,0.0,3369114.0,8483972.0,3419379.0,8060325.0,0.0,0.0,3287835.0,8349950.0,0.0,0.0,3471344.0,8575986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62876188.0,69732590.0,0.0,117428224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20039.0,0.0,0.0,0.0,0.0,0.0,0.0,7779434496.0,1668698112.0,11522084864.0,78977392640.0,0.0,0.0
1556200622.358,52.067,6.632,39.026,0.320,0.0,1.955,13461062.0,6720961.0,25482304.0,8199788.0,0.0,0.0,3285047.0,8402653.0,3382905.0,8264297.0,0.0,0.0,3250394.0,8147348.0,0.0,107.0,3387097.0,8057581.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61579352.0,68002355.0,0.0,119324672.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20466.0,0.0,0.0,0.0,3.0,0.0,0.0,7783534592.0,1668698112.0,11562610688.0,78932766720.0,0.0,0.0
1556200623.358,53.238,6.222,38.190,0.286,0.0,2.063,14125670.0,6855039.0,26700422.0,8656493.0,0.0,0.0,3339648.0,8705825.0,3476591.0,8320519.0,0.0,107.0,3354229.0,8744422.0,0.0,0.0,3469912.0,8536021.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63959566.0,70862636.0,0.0,119119872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20454.0,0.0,0.0,0.0,0.0,0.0,0.0,7785201664.0,1668698112.0,11604754432.0,78888955904.0,0.0,0.0
1556200624.358,53.604,6.351,37.504,0.286,0.0,2.255,13858199.0,6847505.0,26466912.0,8423857.0,0.0,0.0,3309247.0,8358539.0,3451086.0,8413843.0,0.0,0.0,3318103.0,8380226.0,0.0,0.0,3479126.0,8854446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63329557.0,69992321.0,0.0,120352768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20689.0,0.0,0.0,0.0,0.0,0.0,0.0,7783755776.0,1668698112.0,11646472192.0,78848684032.0,0.0,0.0
1556200625.357,51.847,6.879,38.981,0.287,0.0,2.006,13914217.0,6781655.0,25216061.0,8498265.0,0.0,0.0,3277690.0,8031181.0,3436948.0,8517381.0,0.0,0.0,3305926.0,7872146.0,0.0,0.0,3423065.0,8314645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61955341.0,68764871.0,0.0,115875840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19832.0,0.0,0.0,0.0,0.0,0.0,0.0,7786037248.0,1668698112.0,11684577280.0,78808297472.0,0.0,0.0
1556200626.357,52.465,6.795,38.559,0.284,0.0,1.896,13707730.0,6652849.0,25258219.0,8392936.0,0.0,0.0,3303691.0,8364390.0,3321362.0,8216795.0,0.0,87.0,3193991.0,7994531.0,0.0,87.0,3429939.0,8081692.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,61437533.0,68134229.0,0.0,117460992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20258.0,0.0,0.0,0.0,0.0,0.0,0.0,7786131456.0,1668698112.0,11724419072.0,78768361472.0,0.0,0.0
