/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth165e084 = 10000"
"netBandwidth.veth165e084 = 12500000"
"netFullDuplex.veth165e084 = full"
"netSpeed.veth476bbe7 = 10000"
"netBandwidth.veth476bbe7 = 12500000"
"netFullDuplex.veth476bbe7 = full"
"netSpeed.veth71caa76 = 10000"
"netBandwidth.veth71caa76 = 12500000"
"netFullDuplex.veth71caa76 = full"
"netSpeed.veth9720a50 = 10000"
"netBandwidth.veth9720a50 = 12500000"
"netFullDuplex.veth9720a50 = full"
"netSpeed.vetha7962eb = 10000"
"netBandwidth.vetha7962eb = 12500000"
"netFullDuplex.vetha7962eb = full"
"netSpeed.vethb741a0c = 10000"
"netBandwidth.vethb741a0c = 12500000"
"netFullDuplex.vethb741a0c = full"
"netSpeed.vethd8d6539 = 10000"
"netBandwidth.vethd8d6539 = 12500000"
"netFullDuplex.vethd8d6539 = full"
"netSpeed.vethfb15e38 = 10000"
"netBandwidth.vethfb15e38 = 12500000"
"netFullDuplex.vethfb15e38 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth165e084,veth476bbe7,veth71caa76,veth9720a50,vetha7962eb,vethb741a0c,vethd8d6539,vethfb15e38,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:24:52 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth165e084",,"net/veth476bbe7",,"net/veth71caa76",,"net/veth9720a50",,"net/vetha7962eb",,"net/vethb741a0c",,"net/vethd8d6539",,"net/vethfb15e38",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556198732.689,0.094,0.188,99.718,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,2480.0,0.0,106496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7611432960.0,1668132864.0,10821685248.0,79846359040.0,0.0,0.0
1556198733.689,0.156,0.219,99.625,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7610925056.0,1668132864.0,10821685248.0,79846866944.0,0.0,0.0
1556198734.689,0.094,0.156,99.719,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7608451072.0,1668132864.0,10821685248.0,79849340928.0,0.0,0.0
1556198735.689,0.094,0.156,99.750,0.0,0.0,0.0,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7606894592.0,1668132864.0,10821685248.0,79850897408.0,0.0,0.0
1556198736.689,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,12288.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,7606386688.0,1668132864.0,10821685248.0,79851405312.0,0.0,0.0
1556198737.689,33.808,5.566,58.982,0.221,0.0,1.423,7615685.0,4198156.0,2097049.0,5448372.0,1804553.0,5422106.0,1960203.0,5461039.0,29702.0,8022.0,2077346.0,5471154.0,17534764.0,4592522.0,0.0,0.0,29679.0,8030.0,38746661.0,41983160.0,0.0,68464640.0,0.0,0.0,0.0,1863680.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12132.0,0.0,0.0,0.0,220.0,0.0,0.0,7682465792.0,1668132864.0,10842103808.0,79754907648.0,0.0,0.0
1556198738.689,47.871,7.205,42.427,0.352,0.0,2.145,10916614.0,5795267.0,2877751.0,7910505.0,2762152.0,7938862.0,2860465.0,7868363.0,0.0,0.0,2713539.0,7874317.0,25543778.0,6799076.0,0.0,0.0,0.0,0.0,55823680.0,60786939.0,0.0,122331136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21330.0,0.0,0.0,0.0,0.0,0.0,0.0,7688462336.0,1668132864.0,10882621440.0,79708393472.0,0.0,0.0
1556198739.689,47.193,6.994,43.471,0.257,0.0,2.085,10758666.0,5594807.0,2798857.0,7801385.0,2673702.0,7774278.0,2812098.0,7841804.0,0.0,0.0,2681530.0,7836200.0,25037518.0,6679069.0,0.0,0.0,0.0,0.0,54701413.0,59901309.0,0.0,111329280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19246.0,0.0,0.0,0.0,0.0,0.0,0.0,7695790080.0,1668132864.0,10916777984.0,79666909184.0,0.0,0.0
1556198740.689,47.794,6.809,42.647,0.256,0.0,2.494,10834014.0,5655571.0,2814476.0,7747877.0,2697819.0,7792556.0,2825218.0,7779323.0,0.0,0.0,2711088.0,7774613.0,25030780.0,6725941.0,0.0,0.0,0.0,0.0,54953042.0,59996291.0,0.0,110985216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,0.0,0.0,0.0,0.0,0.0,0.0,7699816448.0,1668132864.0,10955431936.0,79624228864.0,0.0,0.0
1556198741.689,46.748,7.502,43.271,0.290,0.0,2.189,10813392.0,5619332.0,2824182.0,7831388.0,2688326.0,7769173.0,2827469.0,7796649.0,0.0,0.0,2672253.0,7799868.0,24957368.0,6713620.0,0.0,0.0,0.0,0.0,54802497.0,60030220.0,0.0,110518272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19159.0,0.0,0.0,0.0,0.0,0.0,0.0,7703547904.0,1668132864.0,10988011520.0,79587917824.0,0.0,0.0
1556198742.689,47.807,7.045,42.843,0.320,0.0,1.985,10844419.0,5661484.0,2818404.0,7826616.0,2689513.0,7825501.0,2829230.0,7849764.0,0.0,0.0,2704025.0,7854677.0,25239970.0,6743491.0,0.0,0.0,42.0,42.0,55135501.0,60243829.0,0.0,113000448.0,0.0,0.0,0.0,10203136.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,19527.0,0.0,0.0,0.0,133.0,0.0,0.0,7712133120.0,1668132864.0,11024203776.0,79543140352.0,0.0,0.0
1556198743.689,47.633,6.667,43.124,0.419,0.0,2.158,10728686.0,5587398.0,2812424.0,7760506.0,2682814.0,7752136.0,2793311.0,7723807.0,0.0,0.0,2655595.0,7724486.0,24884953.0,6660142.0,0.0,0.0,0.0,0.0,54475294.0,59542237.0,0.0,111144960.0,0.0,0.0,0.0,82944000.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,28360.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19259.0,0.0,0.0,0.0,148.0,0.0,0.0,7715770368.0,1668132864.0,11060940800.0,79502766080.0,0.0,0.0
1556198744.688,47.010,7.235,43.119,0.257,0.0,2.379,10858928.0,5658619.0,2823101.0,7815251.0,2695749.0,7818868.0,2806742.0,7804727.0,0.0,0.0,2698029.0,7808737.0,25098059.0,6742124.0,0.0,0.0,0.0,0.0,55012353.0,60160580.0,0.0,110993408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19185.0,0.0,0.0,0.0,0.0,0.0,0.0,7715692544.0,1668132864.0,11097600000.0,79466184704.0,0.0,0.0
1556198745.689,48.208,6.977,42.372,0.317,0.0,2.125,10894362.0,5670796.0,2817498.0,7812925.0,2705992.0,7811307.0,2833487.0,7830815.0,0.0,0.0,2691832.0,7817657.0,25102083.0,6763705.0,0.0,0.0,0.0,0.0,55101182.0,60297741.0,0.0,112484352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19558.0,0.0,0.0,0.0,0.0,0.0,0.0,7722598400.0,1668132864.0,11131920384.0,79424958464.0,0.0,0.0
1556198746.689,47.555,6.935,42.570,0.288,0.0,2.653,10777450.0,5614777.0,2827700.0,7812153.0,2686876.0,7795787.0,2780471.0,7781431.0,0.0,0.0,2656387.0,7773706.0,25070178.0,6677402.0,0.0,0.0,0.0,0.0,54735760.0,59834462.0,0.0,124485632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19455.0,0.0,0.0,0.0,0.0,0.0,0.0,7720611840.0,1668132864.0,11170430976.0,79388434432.0,0.0,0.0
1556198747.689,47.341,6.917,42.838,0.294,0.0,2.610,10904195.0,5692791.0,2833255.0,7833096.0,2708990.0,7867628.0,2855166.0,7822931.0,0.0,0.0,2718246.0,7822956.0,25111853.0,6791940.0,0.0,0.0,0.0,0.0,55258334.0,60491019.0,0.0,112168960.0,0.0,0.0,0.0,225280.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19486.0,0.0,0.0,0.0,10.0,0.0,0.0,7724867584.0,1668132864.0,11204272128.0,79350337536.0,0.0,0.0
1556198748.689,47.910,6.849,42.894,0.289,0.0,2.058,10796148.0,5661922.0,2794648.0,7756371.0,2672268.0,7721456.0,2833690.0,7787881.0,0.0,0.0,2705684.0,7780056.0,24948154.0,6697511.0,0.0,0.0,0.0,0.0,54796970.0,59882041.0,0.0,110473216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19136.0,0.0,0.0,0.0,0.0,0.0,0.0,7727075328.0,1668132864.0,11240112128.0,79312289792.0,0.0,0.0
1556198749.689,48.731,6.296,42.435,0.321,0.0,2.217,10898700.0,5662059.0,2845177.0,7868100.0,2731960.0,7875222.0,2778462.0,7814539.0,0.0,0.0,2673328.0,7828085.0,25236429.0,6773786.0,0.0,0.0,0.0,0.0,55174740.0,60363989.0,0.0,113225728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19536.0,0.0,0.0,0.0,0.0,0.0,0.0,7726018560.0,1668132864.0,11279527936.0,79273930752.0,0.0,0.0
1556198750.689,47.972,7.341,42.144,0.322,0.0,2.222,10968250.0,5687294.0,2816309.0,7864935.0,2713788.0,7875118.0,2850399.0,7871517.0,0.0,0.0,2711833.0,7860552.0,25272244.0,6814029.0,0.0,0.0,0.0,0.0,55418645.0,60641517.0,0.0,111067136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19185.0,0.0,0.0,0.0,0.0,0.0,0.0,7727407104.0,1668132864.0,11312988160.0,79239081984.0,0.0,0.0
1556198751.689,48.321,6.940,42.437,0.256,0.0,2.047,10895030.0,5681783.0,2830215.0,7787598.0,2701399.0,7783893.0,2831258.0,7778485.0,0.0,0.0,2682461.0,7764080.0,24953018.0,6772167.0,0.0,0.0,0.0,0.0,54954691.0,60167374.0,0.0,111374336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19262.0,0.0,0.0,0.0,0.0,0.0,0.0,7731294208.0,1668132864.0,11350126592.0,79198056448.0,0.0,0.0
1556198752.689,48.097,6.780,42.437,0.256,0.0,2.430,10721982.0,5615720.0,2792429.0,7789317.0,2661438.0,7789399.0,2819321.0,7760436.0,0.0,0.0,2678029.0,7790075.0,25075194.0,6649652.0,0.0,0.0,0.0,0.0,54709102.0,59738921.0,0.0,110002176.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18995.0,0.0,0.0,0.0,4.0,0.0,0.0,7732301824.0,1668132864.0,11385647104.0,79161528320.0,0.0,0.0
1556198753.689,49.148,6.594,41.846,0.289,0.0,2.123,10880325.0,5645113.0,2847405.0,7775540.0,2697550.0,7768993.0,2810175.0,7799809.0,0.0,0.0,2658006.0,7740349.0,24910915.0,6734141.0,0.0,0.0,0.0,0.0,54765794.0,59978335.0,0.0,111403008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19452.0,0.0,0.0,0.0,0.0,0.0,0.0,7735050240.0,1668132864.0,11421872128.0,79122554880.0,0.0,0.0
1556198754.689,48.462,6.669,42.570,0.291,0.0,2.007,10878114.0,5682862.0,2812375.0,7839696.0,2691491.0,7847304.0,2828899.0,7871154.0,0.0,0.0,2696578.0,7857725.0,25261969.0,6763638.0,0.0,0.0,0.0,0.0,55232110.0,60409090.0,0.0,112193536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19346.0,0.0,0.0,0.0,0.0,0.0,0.0,7740424192.0,1668132864.0,11456352256.0,79082700800.0,0.0,0.0
1556198755.689,51.356,6.593,39.779,0.442,0.0,1.830,10939610.0,5673026.0,2817116.0,7887934.0,2669743.0,7862181.0,2838326.0,7907192.0,0.0,0.0,2706566.0,7907461.0,25423933.0,6814248.0,0.0,0.0,0.0,0.0,55429423.0,60657982.0,0.0,155373568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20629.0,0.0,0.0,0.0,0.0,0.0,0.0,7732023296.0,1668132864.0,11495518208.0,79051935744.0,0.0,0.0
1556198756.689,47.506,7.577,42.391,0.288,0.0,2.238,10789247.0,5642593.0,2799598.0,7757597.0,2697333.0,7761053.0,2808109.0,7762273.0,0.0,0.0,2672577.0,7750484.0,24922143.0,6691159.0,0.0,107.0,0.0,0.0,54671907.0,59785908.0,0.0,111345664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19220.0,0.0,0.0,0.0,0.0,0.0,0.0,7742210048.0,1668132864.0,11527270400.0,79009996800.0,0.0,0.0
1556198757.689,49.120,6.624,41.952,0.256,0.0,2.048,10840408.0,5663569.0,2792872.0,7769838.0,2695687.0,7776185.0,2845447.0,7788400.0,0.0,0.0,2709508.0,7788871.0,24939538.0,6704616.0,0.0,0.0,0.0,0.0,54883473.0,60029196.0,0.0,110288896.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19142.0,0.0,0.0,0.0,3.0,0.0,0.0,7741947904.0,1668132864.0,11564937216.0,78972592128.0,0.0,0.0
1556198758.689,47.574,7.148,42.918,0.295,0.0,2.066,10907923.0,5665293.0,2825008.0,7790429.0,2676889.0,7823887.0,2816992.0,7809093.0,0.0,0.0,2690565.0,7815587.0,25088296.0,6801389.0,0.0,0.0,0.0,0.0,55010065.0,60253814.0,0.0,112828416.0,0.0,0.0,0.0,57643008.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,14860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19552.0,0.0,0.0,0.0,136.0,0.0,0.0,7742029824.0,1668132864.0,11600510976.0,78936936448.0,0.0,0.0
1556198759.689,49.333,6.861,41.518,0.286,0.0,2.001,10820792.0,5662210.0,2819745.0,7823424.0,2710118.0,7789191.0,2824342.0,7815149.0,0.0,0.0,2668764.0,7788592.0,25109856.0,6698346.0,0.0,0.0,0.0,0.0,54990609.0,60081331.0,0.0,109744128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19087.0,0.0,0.0,0.0,0.0,0.0,0.0,7742873600.0,1668132864.0,11634151424.0,78902452224.0,0.0,0.0
1556198760.689,49.054,6.609,41.675,0.289,0.0,2.374,10951029.0,5695475.0,2818507.0,7855378.0,2684411.0,7845960.0,2812290.0,7831798.0,0.0,0.0,2681864.0,7834596.0,25266134.0,6821470.0,0.0,0.0,0.0,0.0,55236223.0,60448374.0,0.0,113512448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19615.0,0.0,0.0,0.0,0.0,0.0,0.0,7742668800.0,1668132864.0,11673411584.0,78863396864.0,0.0,0.0
1556198761.689,47.988,6.587,42.992,0.292,0.0,2.141,10779886.0,5627762.0,2814941.0,7696099.0,2689767.0,7687340.0,2813055.0,7687204.0,0.0,0.0,2676502.0,7635850.0,24555906.0,6674258.0,0.0,0.0,0.0,0.0,54331040.0,59460719.0,0.0,109162496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18848.0,0.0,0.0,0.0,0.0,0.0,0.0,7744598016.0,1668132864.0,11709706240.0,78825172992.0,0.0,0.0
1556198762.689,48.004,7.238,42.454,0.292,0.0,2.012,10939701.0,5698635.0,2830413.0,7951959.0,2720884.0,7949880.0,2836433.0,7939915.0,0.0,0.0,2700600.0,7974466.0,25620912.0,6784500.0,0.0,0.0,0.0,0.0,55725005.0,60931614.0,0.0,112582656.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19525.0,0.0,0.0,0.0,8.0,0.0,0.0,7745384448.0,1668132864.0,11746205696.0,78787887104.0,0.0,0.0
1556198763.689,48.720,7.138,41.837,0.256,0.0,2.049,10821532.0,5637979.0,2834671.0,7787615.0,2686525.0,7783394.0,2769451.0,7731270.0,0.0,0.0,2661111.0,7731711.0,24930111.0,6725196.0,0.0,0.0,0.0,0.0,54692173.0,59843502.0,0.0,110354432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19038.0,0.0,0.0,0.0,0.0,0.0,0.0,7749353472.0,1668136960.0,11783032832.0,78747086848.0,0.0,0.0
1556198764.689,50.917,6.662,39.974,0.451,0.0,1.995,10886946.0,5641578.0,2777587.0,7828684.0,2686474.0,7837985.0,2836368.0,7856797.0,0.0,0.0,2687757.0,7846238.0,25239772.0,6751818.0,0.0,0.0,0.0,0.0,55076801.0,60270459.0,0.0,169144320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0,7753453568.0,1668136960.0,11813752832.0,78712266752.0,0.0,0.0
1556198765.689,48.560,6.567,42.252,0.291,0.0,2.329,10862193.0,5667278.0,2822448.0,7747248.0,2668610.0,7787142.0,2827479.0,7777829.0,0.0,0.0,2680094.0,7766969.0,24936476.0,6754722.0,0.0,0.0,0.0,0.0,54807060.0,60004289.0,0.0,112320512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19386.0,0.0,0.0,0.0,0.0,0.0,0.0,7748554752.0,1668136960.0,11851632640.0,78679285760.0,0.0,0.0
1556198766.689,49.096,6.502,41.643,0.317,0.0,2.442,10857120.0,5654928.0,2829047.0,7821546.0,2692124.0,7770435.0,2801136.0,7794610.0,0.0,0.0,2667807.0,7775571.0,25094013.0,6732761.0,0.0,0.0,0.0,0.0,54931412.0,60031657.0,0.0,111816704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19373.0,0.0,0.0,0.0,0.0,0.0,0.0,7749664768.0,1668136960.0,11890577408.0,78639230976.0,0.0,0.0
1556198767.689,48.584,6.982,41.828,0.257,0.0,2.349,10881490.0,5665681.0,2791957.0,7806113.0,2681884.0,7806732.0,2845548.0,7836841.0,0.0,0.0,2702192.0,7823308.0,25108322.0,6756253.0,0.0,0.0,0.0,0.0,55055772.0,60271409.0,0.0,110895104.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19267.0,0.0,0.0,0.0,3.0,0.0,0.0,7751888896.0,1668136960.0,11923886080.0,78603698176.0,0.0,0.0
1556198768.688,49.748,6.873,40.952,0.252,0.0,2.175,10894362.0,5703968.0,2844086.0,7856706.0,2702588.0,7859917.0,2842661.0,7824701.0,0.0,0.0,2704221.0,7865013.0,25272638.0,6761313.0,0.0,0.0,0.0,0.0,55354806.0,60472224.0,0.0,112230400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19480.0,0.0,0.0,0.0,0.0,0.0,0.0,7751610368.0,1668136960.0,11961479168.0,78566383616.0,0.0,0.0
1556198769.689,49.204,6.684,41.502,0.286,0.0,2.323,10839883.0,5644833.0,2803474.0,7755051.0,2696887.0,7787523.0,2808860.0,7803235.0,0.0,0.0,2684336.0,7758589.0,24924346.0,6728571.0,0.0,0.0,0.0,0.0,54759621.0,59960934.0,0.0,112697344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19534.0,0.0,0.0,0.0,0.0,0.0,0.0,7750873088.0,1668136960.0,11998912512.0,78529687552.0,0.0,0.0
1556198770.688,48.712,7.186,41.431,0.286,0.0,2.385,10882358.0,5691139.0,2837471.0,7838833.0,2728101.0,7831808.0,2831975.0,7815781.0,0.0,0.0,2692284.0,7807053.0,25122594.0,6764153.0,0.0,0.0,0.0,0.0,55206118.0,60372317.0,0.0,111489024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19309.0,0.0,0.0,0.0,0.0,0.0,0.0,7756500992.0,1668136960.0,12031447040.0,78491525120.0,0.0,0.0
1556198771.689,48.691,6.992,41.443,0.319,0.0,2.554,10812753.0,5625324.0,2777905.0,7738979.0,2665002.0,7745340.0,2817910.0,7776406.0,0.0,0.0,2699545.0,7782111.0,24940189.0,6725107.0,0.0,0.0,0.0,0.0,54700841.0,59856789.0,0.0,110092288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19081.0,0.0,0.0,0.0,0.0,0.0,0.0,7756382208.0,1668136960.0,12069535744.0,78453555200.0,0.0,0.0
1556198772.689,49.386,6.141,41.661,0.259,0.0,2.553,11006277.0,5739954.0,2868935.0,7926653.0,2736810.0,7918584.0,2830018.0,7889146.0,0.0,0.0,2699229.0,7892144.0,25434568.0,6858018.0,0.0,0.0,0.0,0.0,55704539.0,60925894.0,0.0,113512448.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19660.0,0.0,0.0,0.0,3.0,0.0,0.0,7755468800.0,1668136960.0,12107624448.0,78416379904.0,0.0,0.0
1556198773.688,51.277,7.348,38.757,0.442,0.0,2.176,10812152.0,5637042.0,2800757.0,7800038.0,2676299.0,7792736.0,2814066.0,7796824.0,0.0,0.0,2672741.0,7788237.0,25085713.0,6709722.0,0.0,0.0,0.0,0.0,54817581.0,59967222.0,0.0,182743040.0,0.0,0.0,0.0,57389056.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21210.0,0.0,0.0,0.0,111.0,0.0,0.0,7762669568.0,1668136960.0,12138319872.0,78378483712.0,0.0,0.0
1556198774.689,49.398,7.093,41.134,0.253,0.0,2.122,10912429.0,5656943.0,2815233.0,7812761.0,2682923.0,7800292.0,2805851.0,7806942.0,0.0,0.0,2682325.0,7804245.0,25105141.0,6783387.0,0.0,0.0,0.0,0.0,55006949.0,60209747.0,0.0,111689728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19308.0,0.0,0.0,0.0,0.0,0.0,0.0,7753912320.0,1668136960.0,12176809984.0,78348750848.0,0.0,0.0
