/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556202446.851,53.836,3.297,42.074,0.254,0.0,0.539,3237025.0,2797834.0,465289.0,6589016.0,1858740.0,6767538.0,0.0,0.0,958701.0,6506671.0,0.0,0.0,0.0,0.0,1788137.0,6937307.0,0.0,0.0,24309120.0,1360310.0,0.0,0.0,0.0,0.0,36043782.0,36312896.0,0.0,100442112.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17871.0,0.0,0.0,0.0,3.0,0.0,0.0,9862643712.0,1668706304.0,21947080704.0,66469179392.0,0.0,0.0
1556202447.851,55.798,3.517,39.987,0.253,0.0,0.444,2469036.0,2800235.0,441612.0,5990400.0,1916122.0,6501151.0,0.0,0.0,942707.0,6226812.0,0.0,0.0,0.0,0.0,1714346.0,5964973.0,0.0,0.0,22214445.0,860337.0,0.0,0.0,0.0,0.0,33137505.0,32828181.0,0.0,92409856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16525.0,0.0,0.0,0.0,0.0,0.0,0.0,9863495680.0,1668706304.0,21974908928.0,66440499200.0,0.0,0.0
1556202448.852,51.779,3.971,43.583,0.254,0.0,0.413,3207685.0,3167861.0,852932.0,5528243.0,1746279.0,5890780.0,0.0,0.0,1566183.0,5976025.0,0.0,0.0,0.0,0.0,1817007.0,5980034.0,0.0,0.0,20429331.0,1160117.0,0.0,0.0,0.0,0.0,33604781.0,33569687.0,0.0,94289920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16498.0,0.0,0.0,0.0,0.0,0.0,0.0,9863487488.0,1668706304.0,22002167808.0,66413248512.0,0.0,0.0
1556202449.851,58.929,3.591,36.598,0.441,0.0,0.441,4409773.0,3216064.0,973125.0,5792791.0,1785203.0,5996803.0,0.0,0.0,1725308.0,6301555.0,0.0,0.0,0.0,0.0,1668546.0,6141120.0,0.0,0.0,20976828.0,2044119.0,0.0,0.0,0.0,0.0,35611158.0,36662887.0,0.0,181243904.0,0.0,0.0,0.0,38690816.0,0.0,0.0,0.0,968.0,0.0,0.0,0.0,4784.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,19502.0,0.0,0.0,0.0,77.0,0.0,0.0,9868800000.0,1668706304.0,22105665536.0,66304438272.0,0.0,0.0
1556202450.852,56.661,3.784,38.601,0.477,0.0,0.477,4637393.0,3416610.0,1175009.0,5859345.0,1838946.0,6057074.0,0.0,0.0,1855197.0,5964595.0,0.0,0.0,0.0,0.0,1748945.0,5896214.0,0.0,0.0,20245858.0,2053641.0,0.0,0.0,0.0,0.0,35842001.0,36907056.0,0.0,206344192.0,0.0,0.0,0.0,5988352.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19658.0,0.0,0.0,0.0,7.0,0.0,0.0,9868603392.0,1668706304.0,22128365568.0,66281934848.0,0.0,0.0
1556202451.852,57.969,3.960,37.400,0.224,0.0,0.447,4205426.0,3071515.0,883065.0,6132870.0,1708256.0,6071942.0,0.0,0.0,1466012.0,6322917.0,0.0,0.0,0.0,0.0,1574205.0,6388478.0,0.0,0.0,22101808.0,2172260.0,0.0,0.0,0.0,0.0,35743050.0,36741364.0,0.0,129085440.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18410.0,0.0,0.0,0.0,8.0,0.0,0.0,9872179200.0,1668706304.0,22077767680.0,66328956928.0,0.0,0.0
1556202452.852,55.369,4.276,39.404,0.285,0.0,0.665,5329404.0,3703785.0,1252076.0,6112963.0,2009051.0,6320888.0,0.0,0.0,2135210.0,6575542.0,0.0,0.0,0.0,0.0,1887488.0,5996512.0,0.0,0.0,20967455.0,2369619.0,0.0,0.0,0.0,0.0,38357373.0,39801596.0,0.0,101167104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16631.0,0.0,0.0,0.0,0.0,0.0,0.0,9874669568.0,1668706304.0,22112698368.0,66291535872.0,0.0,0.0
1556202453.851,59.788,4.814,34.499,0.481,0.0,0.417,5720734.0,4003598.0,1152389.0,5876485.0,2286911.0,6376695.0,0.0,0.0,2210241.0,6390010.0,0.0,0.0,0.0,0.0,2237721.0,6366851.0,0.0,0.0,20624945.0,2489622.0,0.0,0.0,0.0,0.0,39394323.0,40918896.0,0.0,203603968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19605.0,0.0,0.0,0.0,0.0,0.0,0.0,9894309888.0,1668706304.0,22240960512.0,66143633408.0,0.0,0.0
1556202454.852,56.873,3.964,38.220,0.377,0.0,0.566,4811775.0,3554962.0,1008678.0,6231783.0,2133302.0,5727382.0,0.0,0.0,1718263.0,6680461.0,0.0,0.0,0.0,0.0,1931663.0,6309188.0,0.0,0.0,21348288.0,2201330.0,0.0,0.0,0.0,0.0,37476782.0,38567831.0,0.0,200216576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20296.0,0.0,0.0,0.0,0.0,0.0,0.0,9925795840.0,1668706304.0,22252441600.0,66100666368.0,0.0,0.0
1556202455.851,58.932,3.814,36.491,0.318,0.0,0.445,5142313.0,3599297.0,1119016.0,5406301.0,2156948.0,5785732.0,0.0,0.0,1710004.0,5896782.0,0.0,0.0,0.0,0.0,2067714.0,5770917.0,0.0,0.0,18982916.0,2297254.0,0.0,0.0,0.0,0.0,35807104.0,37167448.0,0.0,100343808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15821.0,0.0,0.0,0.0,0.0,0.0,0.0,10012631040.0,1668706304.0,22183669760.0,66082603008.0,0.0,0.0
1556202456.852,57.878,3.963,37.264,0.224,0.0,0.671,5866676.0,3945140.0,1173059.0,6186550.0,2231991.0,6778961.0,0.0,0.0,2155132.0,6536068.0,0.0,0.0,0.0,0.0,2115002.0,6583782.0,0.0,0.0,21937786.0,2804706.0,0.0,0.0,0.0,0.0,40498082.0,42226867.0,0.0,95682560.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16930.0,0.0,0.0,0.0,3.0,0.0,0.0,10034999296.0,1668706304.0,22213611520.0,66030292992.0,0.0,0.0
1556202457.852,61.003,4.280,33.887,0.287,0.0,0.543,6004225.0,3907553.0,1282487.0,6116100.0,2406278.0,6265502.0,0.0,0.0,1924608.0,6477387.0,0.0,0.0,0.0,0.0,2323164.0,6433309.0,0.0,0.0,20821469.0,2686087.0,0.0,0.0,0.0,0.0,39848259.0,41696341.0,0.0,86695936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,15290.0,0.0,0.0,0.0,0.0,0.0,0.0,10111987712.0,1668706304.0,22239375360.0,65927540736.0,0.0,0.0
1556202458.852,56.657,4.235,38.017,0.225,0.0,0.866,7671798.0,4553019.0,1006629.0,6356537.0,3386887.0,6473353.0,0.0,0.0,1497811.0,6404727.0,0.0,0.0,0.0,0.0,3334122.0,6548499.0,0.0,0.0,20687407.0,3873887.0,0.0,0.0,0.0,0.0,43529244.0,46351331.0,0.0,96190464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16750.0,0.0,0.0,0.0,0.0,0.0,0.0,10124099584.0,1668706304.0,22271504384.0,65883299840.0,0.0,0.0
1556202459.851,63.511,5.141,30.313,0.345,0.0,0.690,8890423.0,4722694.0,1427026.0,5620301.0,3424503.0,6042448.0,0.0,0.0,1798127.0,5872785.0,0.0,0.0,0.0,0.0,3386900.0,6056335.0,0.0,0.0,17533936.0,4202507.0,0.0,0.0,0.0,0.0,42697436.0,46500667.0,0.0,155111424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,10267303936.0,1668706304.0,22362460160.0,65649139712.0,0.0,0.0
1556202460.852,60.801,5.654,32.402,0.381,0.0,0.762,8820142.0,6258887.0,1250670.0,4932005.0,4672222.0,6008408.0,0.0,0.0,2180599.0,5723606.0,0.0,0.0,0.0,0.0,4543049.0,6456006.0,0.0,0.0,16321797.0,3731063.0,0.0,0.0,0.0,0.0,45923185.0,48180370.0,0.0,215220224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18026.0,0.0,0.0,0.0,0.0,0.0,0.0,10288975872.0,1668706304.0,22510206976.0,65479720960.0,0.0,0.0
1556202461.851,57.365,4.466,37.219,0.317,0.0,0.634,4478661.0,3733681.0,1153822.0,6320653.0,2062457.0,6441315.0,0.0,0.0,1977895.0,6403998.0,0.0,0.0,0.0,0.0,1953784.0,6258426.0,0.0,0.0,21736457.0,1839020.0,0.0,0.0,0.0,0.0,38108055.0,38712440.0,0.0,139071488.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19528.0,0.0,0.0,0.0,3.0,0.0,0.0,10274803712.0,1668706304.0,22350299136.0,65653800960.0,0.0,0.0
1556202462.852,59.286,4.492,35.330,0.223,0.0,0.669,5317249.0,3971357.0,1403309.0,6352443.0,2025748.0,6113637.0,0.0,0.0,2311913.0,6219702.0,0.0,0.0,0.0,0.0,1720350.0,6290510.0,0.0,0.0,21157721.0,2442058.0,0.0,0.0,0.0,0.0,38938044.0,40114272.0,0.0,87179264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15322.0,0.0,0.0,0.0,0.0,0.0,0.0,10320306176.0,1668706304.0,22379810816.0,65578786816.0,0.0,0.0
1556202463.852,59.560,4.493,34.544,0.255,0.0,1.147,7916616.0,5051544.0,1433490.0,6077186.0,3457145.0,6531197.0,0.0,0.0,2213860.0,7099511.0,0.0,0.0,0.0,0.0,3332120.0,6494947.0,0.0,0.0,20302461.0,3547896.0,0.0,0.0,0.0,0.0,45324542.0,47904647.0,0.0,89448448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15731.0,0.0,0.0,0.0,0.0,0.0,0.0,10323419136.0,1668706304.0,22407938048.0,65547546624.0,0.0,0.0
1556202464.852,59.570,6.295,32.680,0.285,0.0,1.171,7755234.0,5108527.0,1519764.0,5569817.0,3606736.0,5465102.0,0.0,0.0,2327997.0,6344979.0,0.0,0.0,0.0,0.0,3225270.0,5591129.0,0.0,0.0,16938234.0,3254017.0,0.0,0.0,0.0,0.0,42094759.0,44458036.0,0.0,122527744.0,0.0,0.0,0.0,29966336.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,2904.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,15268.0,0.0,0.0,0.0,61.0,0.0,0.0,10327343104.0,1668706304.0,22469750784.0,65481809920.0,0.0,0.0
1556202465.851,58.077,4.054,36.738,0.471,0.0,0.660,3845586.0,3128333.0,1582184.0,6136236.0,822424.0,6137186.0,0.0,0.0,2532647.0,6746848.0,0.0,0.0,0.0,0.0,694840.0,5972838.0,0.0,0.0,22261503.0,1893136.0,0.0,0.0,0.0,0.0,35575280.0,36179270.0,0.0,211099648.0,0.0,0.0,0.0,16044032.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20399.0,0.0,0.0,0.0,27.0,0.0,0.0,10325856256.0,1668706304.0,22598623232.0,65354424320.0,0.0,0.0
1556202466.852,56.026,3.878,39.167,0.417,0.0,0.513,3362632.0,2854332.0,1432078.0,6370339.0,808746.0,6459214.0,0.0,0.0,2209747.0,6590353.0,0.0,0.0,0.0,0.0,702977.0,5968422.0,0.0,0.0,22891559.0,1608759.0,0.0,0.0,0.0,0.0,34920593.0,35327735.0,0.0,183140352.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20908.0,0.0,0.0,0.0,7.0,0.0,0.0,10331742208.0,1668706304.0,22588928000.0,65358233600.0,0.0,0.0
1556202467.851,57.963,3.816,37.496,0.252,0.0,0.473,3506184.0,2558641.0,1174462.0,5801570.0,914527.0,5249452.0,0.0,0.0,1719238.0,5825176.0,0.0,0.0,0.0,0.0,789630.0,5230422.0,0.0,0.0,19807684.0,1722724.0,0.0,0.0,0.0,0.0,31035067.0,31768233.0,0.0,98869248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16056.0,0.0,0.0,0.0,0.0,0.0,0.0,10329092096.0,1668706304.0,22510804992.0,65439006720.0,0.0,0.0
1556202468.851,55.752,3.761,39.665,0.284,0.0,0.537,3734750.0,3087234.0,1510236.0,6541337.0,957415.0,6074291.0,0.0,0.0,2384849.0,6637519.0,0.0,0.0,0.0,0.0,856551.0,6398984.0,0.0,0.0,22791070.0,1786785.0,0.0,0.0,0.0,0.0,36077730.0,36706135.0,0.0,94793728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16908.0,0.0,0.0,0.0,0.0,0.0,0.0,10331049984.0,1668706304.0,22541377536.0,65406476288.0,0.0,0.0
1556202469.851,57.539,3.691,37.981,0.284,0.0,0.505,4705043.0,3278078.0,1444233.0,6692638.0,1362571.0,6348284.0,0.0,0.0,2265329.0,6281657.0,0.0,0.0,0.0,0.0,1246884.0,6509154.0,0.0,0.0,22461563.0,2234690.0,0.0,0.0,0.0,0.0,37634132.0,38892414.0,0.0,111771648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17960.0,0.0,0.0,0.0,0.0,0.0,0.0,10340642816.0,1668706304.0,22581305344.0,65356955648.0,0.0,0.0
1556202470.852,62.395,4.646,31.899,0.437,0.0,0.624,5475146.0,3689001.0,1570115.0,5420316.0,1662209.0,5744512.0,0.0,0.0,2354165.0,6148367.0,0.0,0.0,0.0,0.0,1544214.0,6039340.0,0.0,0.0,19473815.0,2617926.0,0.0,0.0,0.0,0.0,36793740.0,38392190.0,0.0,211243008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18989.0,0.0,0.0,0.0,0.0,0.0,0.0,10359762944.0,1668706304.0,22714494976.0,65204645888.0,0.0,0.0
1556202471.851,60.597,4.449,33.937,0.381,0.0,0.636,8588887.0,5187347.0,3113822.0,6244817.0,1598297.0,5553419.0,0.0,0.0,4582385.0,6829484.0,0.0,0.0,0.0,0.0,1485131.0,5399950.0,0.0,0.0,17929288.0,4016929.0,0.0,0.0,0.0,0.0,44125794.0,47209258.0,0.0,195325952.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17758.0,0.0,0.0,0.0,3.0,0.0,0.0,10373763072.0,1668706304.0,22686101504.0,65219039232.0,0.0,0.0
1556202472.852,61.897,4.280,32.705,0.319,0.0,0.798,7073495.0,4573773.0,2920876.0,6307020.0,1516505.0,6117153.0,0.0,0.0,3266233.0,6665053.0,0.0,0.0,0.0,0.0,1359864.0,5623386.0,0.0,0.0,19852144.0,3455653.0,0.0,0.0,0.0,0.0,41918264.0,44128579.0,0.0,100061184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16377.0,0.0,0.0,0.0,0.0,0.0,0.0,10374725632.0,1668706304.0,22652887040.0,65251291136.0,0.0,0.0
1556202473.852,55.695,3.946,39.589,0.257,0.0,0.513,4397118.0,3080533.0,974326.0,6069981.0,1783262.0,6158235.0,0.0,0.0,1513302.0,5761983.0,0.0,0.0,0.0,0.0,1530068.0,6388380.0,0.0,0.0,21350459.0,2221488.0,0.0,0.0,0.0,0.0,35460842.0,36610375.0,0.0,92745728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16378.0,0.0,0.0,0.0,0.0,0.0,0.0,10384105472.0,1668706304.0,22676254720.0,65218543616.0,0.0,0.0
1556202474.851,58.190,4.286,36.603,0.286,0.0,0.635,6038013.0,3857641.0,1585848.0,6308541.0,1856837.0,6555005.0,0.0,0.0,2306580.0,6679191.0,0.0,0.0,0.0,0.0,1802986.0,6237637.0,0.0,0.0,21632978.0,2958593.0,0.0,0.0,0.0,0.0,40170462.0,42120535.0,0.0,100315136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16552.0,0.0,0.0,0.0,0.0,0.0,0.0,10385551360.0,1668706304.0,22713016320.0,65180336128.0,0.0,0.0
1556202475.851,66.086,4.659,28.082,0.412,0.0,0.761,10328981.0,5505818.0,2707721.0,5795362.0,2749095.0,5616005.0,0.0,0.0,3383672.0,6619462.0,0.0,0.0,0.0,0.0,2600562.0,5598187.0,0.0,0.0,17089545.0,5353334.0,0.0,0.0,0.0,0.0,46127095.0,50527632.0,0.0,169017344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16689.0,0.0,0.0,0.0,0.0,0.0,0.0,10401046528.0,1668706304.0,22815739904.0,65062117376.0,0.0,0.0
1556202476.852,60.835,5.093,32.774,0.411,0.0,0.886,9248362.0,5843331.0,2686552.0,6508137.0,3162961.0,6065207.0,0.0,0.0,3319327.0,6053854.0,0.0,0.0,0.0,0.0,2956194.0,6005294.0,0.0,0.0,17791860.0,4115060.0,0.0,0.0,0.0,0.0,46875432.0,49985985.0,0.0,204902400.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18681.0,0.0,0.0,0.0,3.0,0.0,0.0,10404057088.0,1668706304.0,22837866496.0,65036980224.0,0.0,0.0
1556202477.851,61.810,4.762,32.635,0.286,0.0,0.508,6058332.0,4010498.0,1248116.0,5843473.0,2540150.0,5490454.0,0.0,0.0,2022793.0,6363673.0,0.0,0.0,0.0,0.0,2381247.0,6247789.0,0.0,0.0,19335463.0,2624669.0,0.0,0.0,0.0,0.0,38818595.0,40615660.0,0.0,130818048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17038.0,0.0,0.0,0.0,0.0,0.0,0.0,10410926080.0,1668706304.0,22788354048.0,65079623680.0,0.0,0.0
1556202478.852,56.483,3.918,38.898,0.287,0.0,0.414,3692517.0,3020785.0,1032123.0,5796597.0,1388216.0,6680982.0,0.0,0.0,1725702.0,6262136.0,0.0,0.0,0.0,0.0,1245223.0,6659473.0,0.0,0.0,22753247.0,1801391.0,0.0,0.0,0.0,0.0,35552160.0,36095547.0,0.0,95821824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16958.0,0.0,0.0,0.0,0.0,0.0,0.0,10420912128.0,1668706304.0,22813208576.0,65044783104.0,0.0,0.0
1556202479.851,55.826,3.521,39.725,0.352,0.0,0.576,4286707.0,3035670.0,975050.0,5761589.0,1573037.0,5395360.0,0.0,0.0,1660921.0,6429791.0,0.0,0.0,0.0,0.0,1466766.0,5854396.0,0.0,0.0,20529277.0,2155020.0,0.0,0.0,0.0,0.0,34265739.0,35353875.0,0.0,93757440.0,0.0,0.0,0.0,22233088.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,1836.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,16538.0,0.0,0.0,0.0,48.0,0.0,0.0,10421813248.0,1668706304.0,22840688640.0,65016401920.0,0.0,0.0
1556202480.851,61.749,4.293,33.196,0.254,0.0,0.509,4717865.0,3355591.0,1545036.0,5858907.0,1372371.0,5723021.0,0.0,0.0,2282347.0,6282399.0,0.0,0.0,0.0,0.0,1273990.0,6329613.0,0.0,0.0,20716288.0,2171003.0,0.0,0.0,0.0,0.0,36177460.0,37398760.0,0.0,89423872.0,0.0,0.0,0.0,16830464.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,2872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15509.0,0.0,0.0,0.0,31.0,0.0,0.0,10435670016.0,1668706304.0,22868193280.0,64975040512.0,0.0,0.0
1556202481.851,57.075,4.192,37.914,0.410,0.0,0.410,4882982.0,3389172.0,1562545.0,6017474.0,1478716.0,5806787.0,0.0,0.0,2217273.0,6458422.0,0.0,0.0,0.0,0.0,1343696.0,5458307.0,0.0,0.0,20139808.0,2233190.0,0.0,0.0,0.0,0.0,35954599.0,37279832.0,0.0,203878400.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18560.0,0.0,0.0,0.0,7.0,0.0,0.0,10465525760.0,1668706304.0,22999228416.0,64814149632.0,0.0,0.0
1556202482.852,58.788,4.727,35.470,0.444,0.0,0.571,5277142.0,3671307.0,1417058.0,5603088.0,1748318.0,5810948.0,0.0,0.0,2218535.0,6212261.0,0.0,0.0,0.0,0.0,1671693.0,5880725.0,0.0,0.0,19720625.0,2465056.0,0.0,0.0,0.0,0.0,36688784.0,38117817.0,0.0,205479936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19666.0,0.0,0.0,0.0,0.0,0.0,0.0,10544336896.0,1668706304.0,23023071232.0,64711495680.0,0.0,0.0
1556202483.851,59.546,4.726,34.814,0.252,0.0,0.662,5995037.0,3808205.0,1740622.0,5280557.0,1857803.0,4785985.0,0.0,0.0,2315993.0,5947126.0,0.0,0.0,0.0,0.0,1746762.0,5486028.0,0.0,0.0,17111590.0,2696569.0,0.0,0.0,0.0,0.0,35710803.0,37679270.0,0.0,109797376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15207.0,0.0,0.0,0.0,0.0,0.0,0.0,10609192960.0,1668706304.0,22940950528.0,64728760320.0,0.0,0.0
