/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0c3ed58 = 10000"
"netBandwidth.veth0c3ed58 = 12500000"
"netFullDuplex.veth0c3ed58 = full"
"netSpeed.veth321b2f7 = 10000"
"netBandwidth.veth321b2f7 = 12500000"
"netFullDuplex.veth321b2f7 = full"
"netSpeed.veth41cdbe1 = 10000"
"netBandwidth.veth41cdbe1 = 12500000"
"netFullDuplex.veth41cdbe1 = full"
"netSpeed.veth724521a = 10000"
"netBandwidth.veth724521a = 12500000"
"netFullDuplex.veth724521a = full"
"netSpeed.veth80bca4c = 10000"
"netBandwidth.veth80bca4c = 12500000"
"netFullDuplex.veth80bca4c = full"
"netSpeed.veth80d81e5 = 10000"
"netBandwidth.veth80d81e5 = 12500000"
"netFullDuplex.veth80d81e5 = full"
"netSpeed.vethb1ebb26 = 10000"
"netBandwidth.vethb1ebb26 = 12500000"
"netFullDuplex.vethb1ebb26 = full"
"netSpeed.vethb314235 = 10000"
"netBandwidth.vethb314235 = 12500000"
"netFullDuplex.vethb314235 = full"
"netSpeed.vethb6c5974 = 10000"
"netBandwidth.vethb6c5974 = 12500000"
"netFullDuplex.vethb6c5974 = full"
"netSpeed.vethbdea01c = 10000"
"netBandwidth.vethbdea01c = 12500000"
"netFullDuplex.vethbdea01c = full"
"netSpeed.vethc27c633 = 10000"
"netBandwidth.vethc27c633 = 12500000"
"netFullDuplex.vethc27c633 = full"
"netSpeed.vethd8412b4 = 10000"
"netBandwidth.vethd8412b4 = 12500000"
"netFullDuplex.vethd8412b4 = full"
"netSpeed.vethdcc2537 = 10000"
"netBandwidth.vethdcc2537 = 12500000"
"netFullDuplex.vethdcc2537 = full"
"netSpeed.vethf79e1db = 10000"
"netBandwidth.vethf79e1db = 12500000"
"netFullDuplex.vethf79e1db = full"
"netSpeed.vethffbfe21 = 10000"
"netBandwidth.vethffbfe21 = 12500000"
"netFullDuplex.vethffbfe21 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0c3ed58,veth321b2f7,veth41cdbe1,veth724521a,veth80bca4c,veth80d81e5,vethb1ebb26,vethb314235,vethb6c5974,vethbdea01c,vethc27c633,vethd8412b4,vethdcc2537,vethf79e1db,vethffbfe21,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:52:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0c3ed58",,"net/veth321b2f7",,"net/veth41cdbe1",,"net/veth724521a",,"net/veth80bca4c",,"net/veth80d81e5",,"net/vethb1ebb26",,"net/vethb314235",,"net/vethb6c5974",,"net/vethbdea01c",,"net/vethc27c633",,"net/vethd8412b4",,"net/vethdcc2537",,"net/vethf79e1db",,"net/vethffbfe21",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556189550.521,0.094,0.125,99.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,70.0,356.0,0.0,0.0,0.0,0.0,0.0,454656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7555276800.0,1667563520.0,10765877248.0,79958892544.0,0.0,0.0
1556189551.521,18.627,3.465,77.050,0.159,0.0,0.699,3406162.0,2186528.0,0.0,107.0,7364474.0,2023122.0,0.0,0.0,41550.0,11238.0,893540.0,2331248.0,0.0,0.0,899165.0,2362325.0,0.0,0.0,1046761.0,2371681.0,0.0,107.0,0.0,0.0,0.0,0.0,17822.0,4818.0,0.0,0.0,969895.0,2339100.0,17589717.0,18815263.0,0.0,32681984.0,0.0,0.0,0.0,1994752.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.0,0.0,0.0,0.0,238.0,0.0,0.0,7656689664.0,1667563520.0,10768883712.0,79854473216.0,0.0,0.0
1556189552.520,41.362,7.611,48.426,0.193,0.0,2.408,7535271.0,3996344.0,0.0,0.0,16851188.0,4672678.0,0.0,0.0,0.0,0.0,2074085.0,5336622.0,0.0,107.0,2004069.0,5345174.0,0.0,0.0,1898200.0,5326604.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,1823846.0,5323381.0,38059363.0,41661674.0,0.0,73535488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,0.0,0.0,0.0,0.0,0.0,0.0,7665160192.0,1667563520.0,10793377792.0,79821508608.0,0.0,0.0
1556189553.521,42.745,7.428,47.120,0.189,0.0,2.518,7553084.0,4036722.0,0.0,0.0,17016145.0,4692262.0,0.0,0.0,0.0,0.0,2091255.0,5340045.0,0.0,0.0,2013143.0,5378660.0,0.0,0.0,1927899.0,5331755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833426.0,5374597.0,38371948.0,41862490.0,0.0,74653696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12977.0,0.0,0.0,0.0,0.0,0.0,0.0,7671275520.0,1667563520.0,10816761856.0,79792009216.0,0.0,0.0
1556189554.521,41.171,6.894,49.073,0.228,0.0,2.634,7537568.0,3985466.0,0.0,0.0,16689839.0,4677767.0,0.0,0.0,0.0,0.0,2078333.0,5342307.0,0.0,0.0,1995271.0,5312140.0,0.0,0.0,1905820.0,5336911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835415.0,5294926.0,37939468.0,41640836.0,0.0,73723904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12778.0,0.0,0.0,0.0,0.0,0.0,0.0,7675445248.0,1667563520.0,10843389952.0,79761211392.0,0.0,0.0
1556189555.520,41.759,6.911,48.735,0.227,0.0,2.369,7529545.0,3993299.0,0.0,0.0,16844703.0,4677883.0,0.0,0.0,0.0,0.0,2067449.0,5326890.0,0.0,0.0,1997736.0,5338221.0,0.0,0.0,1925999.0,5339099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824028.0,5326274.0,38078946.0,41666314.0,0.0,74219520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12862.0,0.0,0.0,0.0,0.0,0.0,0.0,7681654784.0,1667563520.0,10865172480.0,79733219328.0,0.0,0.0
1556189556.520,42.534,7.068,47.755,0.191,0.0,2.451,7511892.0,4003224.0,0.0,0.0,16852544.0,4663608.0,0.0,0.0,42.0,42.0,2098320.0,5349124.0,0.0,0.0,2010951.0,5351419.0,0.0,0.0,1910274.0,5337782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832836.0,5338935.0,38157708.0,41727419.0,0.0,74338304.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12801.0,0.0,0.0,0.0,3.0,0.0,0.0,7686549504.0,1667563520.0,10889719808.0,79703777280.0,0.0,0.0
1556189557.521,42.666,6.983,47.800,0.191,0.0,2.360,7526564.0,3992749.0,0.0,0.0,16842405.0,4688701.0,0.0,0.0,0.0,0.0,2079198.0,5337335.0,0.0,0.0,1981418.0,5319520.0,0.0,0.0,1909331.0,5318923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832386.0,5332558.0,38042724.0,41644476.0,0.0,74481664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12983.0,0.0,0.0,0.0,0.0,0.0,0.0,7686819840.0,1667563520.0,10915516416.0,79677710336.0,0.0,0.0
1556189558.520,41.250,8.024,48.469,0.226,0.0,2.030,7522282.0,3989890.0,0.0,0.0,16855279.0,4667205.0,0.0,0.0,0.0,0.0,2082876.0,5344340.0,0.0,0.0,2005127.0,5347778.0,0.0,0.0,1921683.0,5344752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829141.0,5327327.0,38117177.0,41698276.0,0.0,74076160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12811.0,0.0,0.0,0.0,0.0,0.0,0.0,7689850880.0,1667563520.0,10938933248.0,79651262464.0,0.0,0.0
1556189559.521,41.808,7.120,48.472,0.163,0.0,2.438,7537956.0,4016949.0,0.0,0.0,16863418.0,4684539.0,0.0,0.0,0.0,0.0,2090229.0,5346944.0,0.0,0.0,1997584.0,5344053.0,0.0,0.0,1908132.0,5331333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840923.0,5341686.0,38168163.0,41757258.0,0.0,74772480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12984.0,0.0,0.0,0.0,0.0,0.0,0.0,7695794176.0,1667563520.0,10961743872.0,79622508544.0,0.0,0.0
1556189560.520,42.958,6.800,48.115,0.258,0.0,1.869,7542747.0,4006976.0,0.0,0.0,16864133.0,4686212.0,0.0,0.0,0.0,0.0,2086938.0,5347473.0,0.0,0.0,1999616.0,5343064.0,0.0,0.0,1920648.0,5344945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844023.0,5349805.0,38193446.0,41786893.0,0.0,73560064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12753.0,0.0,0.0,0.0,0.0,0.0,0.0,7696470016.0,1667563520.0,10986549248.0,79597027328.0,0.0,0.0
1556189561.520,42.008,7.233,48.273,0.129,0.0,2.357,7454236.0,3944720.0,0.0,0.0,16829543.0,4631767.0,0.0,0.0,0.0,0.0,2053320.0,5314564.0,0.0,0.0,1967206.0,5303794.0,0.0,0.0,1880424.0,5302484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797668.0,5302903.0,37751930.0,41297999.0,0.0,74887168.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12859.0,0.0,0.0,0.0,3.0,0.0,0.0,7697948672.0,1667563520.0,11010641920.0,79571456000.0,0.0,0.0
1556189562.521,41.977,6.969,48.460,0.259,0.0,2.334,7518387.0,4001905.0,0.0,0.0,16857802.0,4671090.0,0.0,0.0,0.0,0.0,2089471.0,5347858.0,0.0,0.0,1996661.0,5339044.0,0.0,0.0,1934751.0,5349857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824527.0,5329943.0,38141188.0,41715684.0,0.0,74477568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12950.0,0.0,0.0,0.0,0.0,0.0,0.0,7701590016.0,1667563520.0,11034918912.0,79543537664.0,0.0,0.0
1556189563.520,42.165,6.664,48.700,0.195,0.0,2.276,7555384.0,4005734.0,0.0,0.0,16865046.0,4689506.0,0.0,0.0,0.0,0.0,2091805.0,5355281.0,0.0,0.0,1994366.0,5344810.0,0.0,0.0,1908867.0,5342361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827268.0,5344125.0,38176607.0,41792130.0,0.0,74403840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12853.0,0.0,0.0,0.0,0.0,0.0,0.0,7702949888.0,1667563520.0,11058827264.0,79518269440.0,0.0,0.0
1556189564.521,41.558,7.008,48.990,0.293,0.0,2.151,7542768.0,4008087.0,0.0,0.0,16860893.0,4694761.0,0.0,0.0,0.0,0.0,2080898.0,5344663.0,0.0,0.0,2005120.0,5344610.0,0.0,0.0,1926625.0,5343181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831006.0,5321131.0,38160928.0,41749703.0,0.0,74395648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12945.0,0.0,0.0,0.0,0.0,0.0,0.0,7706402816.0,1667563520.0,11082956800.0,79490686976.0,0.0,0.0
1556189565.520,42.102,7.331,48.394,0.097,0.0,2.076,7514111.0,3987441.0,0.0,0.0,16852937.0,4663620.0,0.0,0.0,0.0,0.0,2088250.0,5348655.0,0.0,0.0,1993596.0,5341182.0,0.0,0.0,1913443.0,5336199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821320.0,5328238.0,38080329.0,41661625.0,0.0,88162304.0,0.0,0.0,0.0,35250176.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,6224.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13240.0,0.0,0.0,0.0,105.0,0.0,0.0,7710289920.0,1667563520.0,11105132544.0,79464624128.0,0.0,0.0
1556189566.520,42.571,6.762,48.222,0.254,0.0,2.190,7490113.0,3956440.0,0.0,0.0,16838115.0,4652760.0,0.0,0.0,0.0,0.0,2066782.0,5329182.0,0.0,0.0,1986930.0,5330988.0,0.0,0.0,1898937.0,5322527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812004.0,5318411.0,37927834.0,41505711.0,0.0,74031104.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12777.0,0.0,0.0,0.0,8.0,0.0,0.0,7709835264.0,1667563520.0,11129384960.0,79440826368.0,0.0,0.0
1556189567.520,43.431,6.585,47.510,0.257,0.0,2.217,7538787.0,4025032.0,0.0,0.0,16858888.0,4688389.0,0.0,0.0,0.0,0.0,2076622.0,5333012.0,0.0,0.0,1982221.0,5311605.0,0.0,0.0,1901754.0,5317335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829026.0,5326779.0,38049818.0,41629848.0,0.0,75186176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,13028.0,0.0,0.0,0.0,0.0,0.0,0.0,7713263616.0,1667563520.0,11153133568.0,79413649408.0,0.0,0.0
1556189568.520,42.958,6.835,47.557,0.160,0.0,2.491,7472816.0,3960619.0,0.0,0.0,16849284.0,4633987.0,0.0,0.0,0.0,0.0,2092469.0,5362406.0,0.0,0.0,1972393.0,5324951.0,0.0,0.0,1906856.0,5331362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827463.0,5335896.0,38009420.0,41564874.0,0.0,73048064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658.0,0.0,0.0,0.0,0.0,0.0,0.0,7710896128.0,1667563520.0,11178262528.0,79390887936.0,0.0,0.0
1556189569.520,43.499,6.738,47.042,0.285,0.0,2.436,7561811.0,4013552.0,0.0,0.0,16864987.0,4708239.0,0.0,0.0,0.0,0.0,2086273.0,5342310.0,0.0,0.0,2009737.0,5351280.0,0.0,0.0,1921874.0,5343590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820652.0,5331828.0,38186304.0,41804348.0,0.0,75075584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12934.0,0.0,0.0,0.0,0.0,0.0,0.0,7712194560.0,1667563520.0,11200847872.0,79367004160.0,0.0,0.0
1556189570.521,43.147,7.011,47.208,0.159,0.0,2.475,7558036.0,4005585.0,0.0,0.0,16858560.0,4691367.0,0.0,0.0,0.0,0.0,2097317.0,5359066.0,0.0,0.0,1997339.0,5339414.0,0.0,107.0,1913808.0,5342315.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1852053.0,5349001.0,38213955.0,41824557.0,0.0,74665984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12994.0,0.0,0.0,0.0,0.0,0.0,0.0,7712813056.0,1667563520.0,11226701824.0,79340531712.0,0.0,0.0
1556189571.520,42.362,6.926,48.285,0.162,0.0,2.265,7476146.0,3967564.0,0.0,0.0,16837404.0,4636033.0,0.0,107.0,0.0,0.0,2080196.0,5333686.0,0.0,0.0,1978461.0,5325047.0,0.0,0.0,1901084.0,5324951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1819936.0,5319246.0,37937665.0,41489278.0,0.0,74719232.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12893.0,0.0,0.0,0.0,3.0,0.0,0.0,7717240832.0,1667563520.0,11249778688.0,79313027072.0,0.0,0.0
1556189572.521,41.921,7.324,47.832,0.225,0.0,2.698,7538464.0,4004263.0,0.0,0.0,16854635.0,4694888.0,0.0,0.0,0.0,0.0,2088840.0,5352673.0,0.0,0.0,2013762.0,5344416.0,0.0,0.0,1910521.0,5327798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820648.0,5327867.0,38144677.0,41745970.0,0.0,74719232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13030.0,0.0,0.0,0.0,0.0,0.0,0.0,7716950016.0,1667563520.0,11274190848.0,79288905728.0,0.0,0.0
1556189573.521,42.437,7.143,47.931,0.226,0.0,2.262,7534517.0,4007223.0,0.0,0.0,16859123.0,4669003.0,0.0,0.0,0.0,0.0,2111768.0,5371527.0,0.0,0.0,1996221.0,5339375.0,0.0,0.0,1908085.0,5335656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854270.0,5357529.0,38216888.0,41791338.0,0.0,74567680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12972.0,0.0,0.0,0.0,0.0,0.0,0.0,7715729408.0,1667563520.0,11298816000.0,79265501184.0,0.0,0.0
1556189574.521,42.954,6.611,48.114,0.193,0.0,2.128,7520581.0,3992465.0,0.0,0.0,16857854.0,4680523.0,0.0,0.0,0.0,0.0,2084729.0,5343999.0,0.0,0.0,1993232.0,5337398.0,0.0,0.0,1925426.0,5344767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827122.0,5336374.0,38123164.0,41725026.0,0.0,74559488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12894.0,0.0,0.0,0.0,0.0,0.0,0.0,7714742272.0,1667563520.0,11323703296.0,79241601024.0,0.0,0.0
1556189575.520,42.552,7.060,48.057,0.227,0.0,2.105,7520625.0,3979734.0,0.0,0.0,16858284.0,4672304.0,0.0,0.0,0.0,0.0,2077372.0,5344112.0,0.0,0.0,1990710.0,5336164.0,0.0,0.0,1906057.0,5332520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826909.0,5334985.0,38064290.0,41655586.0,0.0,73883648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12784.0,0.0,0.0,0.0,0.0,0.0,0.0,7717183488.0,1667563520.0,11347013632.0,79215849472.0,0.0,0.0
1556189576.521,43.197,7.009,47.320,0.190,0.0,2.284,7519997.0,3984676.0,0.0,0.0,16856086.0,4675178.0,0.0,0.0,0.0,0.0,2085984.0,5346346.0,0.0,0.0,1972641.0,5317420.0,0.0,0.0,1891055.0,5316720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834646.0,5340789.0,38020647.0,41620614.0,0.0,74526720.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12916.0,0.0,0.0,0.0,3.0,0.0,0.0,7717208064.0,1667563520.0,11370471424.0,79192367104.0,0.0,0.0
1556189577.521,42.935,7.193,47.634,0.224,0.0,2.014,7520617.0,3998370.0,0.0,0.0,16840161.0,4671999.0,0.0,0.0,0.0,0.0,2083094.0,5341673.0,0.0,0.0,2003757.0,5334269.0,0.0,0.0,1917097.0,5331477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837420.0,5329116.0,38109528.0,41665115.0,0.0,75341824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13064.0,0.0,0.0,0.0,0.0,0.0,0.0,7719047168.0,1667563520.0,11395313664.0,79165685760.0,0.0,0.0
1556189578.520,43.125,7.053,47.169,0.291,0.0,2.362,7516027.0,3986514.0,0.0,0.0,16856595.0,4671955.0,0.0,0.0,0.0,0.0,2078820.0,5342090.0,0.0,0.0,1979986.0,5325771.0,0.0,0.0,1906492.0,5335815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819219.0,5328574.0,38030466.0,41627699.0,0.0,117485568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050.0,0.0,0.0,0.0,0.0,0.0,0.0,7721545728.0,1667563520.0,11421405184.0,79137095680.0,0.0,0.0
1556189579.520,43.040,6.737,47.765,0.160,0.0,2.299,7541245.0,4004088.0,0.0,0.0,16861632.0,4687934.0,0.0,0.0,0.0,0.0,2099268.0,5359966.0,0.0,0.0,2000793.0,5343528.0,0.0,0.0,1912836.0,5334282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840304.0,5348776.0,38193856.0,41791305.0,0.0,74203136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12910.0,0.0,0.0,0.0,0.0,0.0,0.0,7722647552.0,1667563520.0,11441577984.0,79115821056.0,0.0,0.0
1556189580.520,43.698,6.782,47.313,0.224,0.0,1.983,7502376.0,3982762.0,0.0,0.0,16854777.0,4664704.0,0.0,0.0,0.0,0.0,2061294.0,5324768.0,0.0,0.0,1996853.0,5341160.0,0.0,0.0,1908934.0,5336133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806951.0,5312220.0,37989052.0,41562609.0,0.0,73809920.0,0.0,0.0,0.0,38166528.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,4448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12780.0,0.0,0.0,0.0,70.0,0.0,0.0,7720443904.0,1667563520.0,11464818688.0,79094784000.0,0.0,0.0
1556189581.520,42.993,7.134,47.590,0.222,0.0,2.061,7546862.0,4006102.0,0.0,0.0,16861000.0,4682910.0,0.0,0.0,0.0,0.0,2090006.0,5356588.0,0.0,0.0,2000530.0,5344058.0,0.0,0.0,1916181.0,5339047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842814.0,5351281.0,38193086.0,41796326.0,0.0,74539008.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12967.0,0.0,0.0,0.0,8.0,0.0,0.0,7724478464.0,1667563520.0,11489079296.0,79066488832.0,0.0,0.0
1556189582.521,42.073,6.920,48.473,0.162,0.0,2.372,7511040.0,3990484.0,0.0,0.0,16858462.0,4671346.0,0.0,0.0,0.0,0.0,2095340.0,5345234.0,0.0,0.0,1981324.0,5333137.0,0.0,0.0,1904867.0,5332566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835230.0,5337785.0,38093546.0,41664728.0,0.0,74727424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12801.0,0.0,0.0,0.0,0.0,0.0,0.0,7722491904.0,1667563520.0,11514335232.0,79043219456.0,0.0,0.0
1556189583.521,41.793,6.730,48.884,0.263,0.0,2.331,7560592.0,3999113.0,0.0,107.0,16847911.0,4685162.0,0.0,0.0,0.0,0.0,2087713.0,5352978.0,0.0,0.0,1996778.0,5332424.0,0.0,0.0,1903983.0,5327336.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840132.0,5341130.0,38125980.0,41735643.0,0.0,74510336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12990.0,0.0,0.0,0.0,0.0,0.0,0.0,7728115712.0,1667563520.0,11538141184.0,79013789696.0,0.0,0.0
