/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth055d58e = 10000"
"netBandwidth.veth055d58e = 12500000"
"netFullDuplex.veth055d58e = full"
"netSpeed.veth4b7cb34 = 10000"
"netBandwidth.veth4b7cb34 = 12500000"
"netFullDuplex.veth4b7cb34 = full"
"netSpeed.veth53069cd = 10000"
"netBandwidth.veth53069cd = 12500000"
"netFullDuplex.veth53069cd = full"
"netSpeed.veth7851a61 = 10000"
"netBandwidth.veth7851a61 = 12500000"
"netFullDuplex.veth7851a61 = full"
"netSpeed.veth824b048 = 10000"
"netBandwidth.veth824b048 = 12500000"
"netFullDuplex.veth824b048 = full"
"netSpeed.vethdd8a625 = 10000"
"netBandwidth.vethdd8a625 = 12500000"
"netFullDuplex.vethdd8a625 = full"
"netSpeed.vethf30bd02 = 10000"
"netBandwidth.vethf30bd02 = 12500000"
"netFullDuplex.vethf30bd02 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth055d58e,veth4b7cb34,veth53069cd,veth7851a61,veth824b048,vethdd8a625,vethf30bd02,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:11:18 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth055d58e",,"net/veth4b7cb34",,"net/veth53069cd",,"net/veth7851a61",,"net/veth824b048",,"net/vethdd8a625",,"net/vethf30bd02",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556212320.070,0.063,0.219,99.718,0.0,0.0,0.0,522.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,1288.0,0.0,0.0,0.0,52445184.0,0.0,86016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,3.0,0.0,0.0,7643611136.0,1671909376.0,10789314560.0,79842775040.0,0.0,0.0
1556212321.070,2.685,0.593,96.628,0.062,0.0,0.031,13268.0,26652.0,0.0,0.0,21826.0,8945.0,0.0,0.0,4066.0,4127.0,0.0,0.0,0.0,0.0,0.0,0.0,64142.0,53307.0,0.0,16384.0,0.0,52428800.0,0.0,540672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,400.0,0.0,78.0,0.0,0.0,7643795456.0,1671909376.0,10789322752.0,79842582528.0,0.0,0.0
1556212322.070,41.147,5.986,50.788,0.284,0.0,1.796,11192106.0,5602056.0,25893330.0,6739705.0,19759.0,2380.0,2892933.0,8008821.0,13740.0,774.0,2997746.0,8070111.0,2595329.0,8030299.0,2656975.0,8012859.0,55722647.0,61076381.0,0.0,33890304.0,4096.0,95899648.0,0.0,1503232.0,0.0,0.0,0.0,36.0,0.0,80.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6245.0,1.0,7711.0,0.0,160.0,0.0,0.0,7777472512.0,1682489344.0,10812534784.0,79675113472.0,0.0,0.0
1556212323.070,52.487,6.696,38.489,0.383,0.0,1.945,14100346.0,6927309.0,34402645.0,8809554.0,0.0,0.0,3549530.0,10473798.0,0.0,0.0,3671207.0,10461289.0,3248689.0,10431335.0,3392438.0,10446021.0,71904626.0,78550333.0,0.0,55869440.0,0.0,125702144.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10131.0,0.0,12816.0,0.0,0.0,0.0,0.0,7786524672.0,1700618240.0,10856992768.0,79603474432.0,0.0,0.0
1556212324.070,50.650,7.022,39.954,0.358,0.0,2.016,14023314.0,6828732.0,33490687.0,8718044.0,0.0,107.0,3431556.0,10247766.0,0.0,107.0,3643323.0,10265784.0,3214036.0,10250072.0,3365123.0,10249004.0,70566158.0,77411953.0,0.0,53399552.0,0.0,123359232.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.0,0.0,12295.0,0.0,0.0,0.0,0.0,7794954240.0,1717878784.0,10894938112.0,79539838976.0,0.0,0.0
1556212325.070,51.771,6.673,39.121,0.380,0.0,2.056,12977400.0,6661019.0,30954962.0,7949422.0,0.0,107.0,3374331.0,9518950.0,0.0,0.0,3561202.0,9578375.0,3139687.0,9568012.0,3196438.0,9506461.0,66366834.0,72339875.0,0.0,55087104.0,0.0,123379712.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.0,0.0,12411.0,0.0,0.0,0.0,0.0,7803707392.0,1732661248.0,10935521280.0,79475720192.0,0.0,0.0
1556212326.070,52.767,6.635,38.239,0.472,0.0,1.887,14200638.0,6884753.0,30612000.0,8820174.0,0.0,0.0,3513507.0,9186641.0,42.0,149.0,3646555.0,8864098.0,3247864.0,10104789.0,3377526.0,10008276.0,68049622.0,74949552.0,0.0,53321728.0,0.0,123809792.0,0.0,91906048.0,0.0,0.0,0.0,152.0,0.0,136.0,0.0,29148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9610.0,0.0,12368.0,0.0,283.0,0.0,0.0,7807832064.0,1742409728.0,10977226752.0,79420141568.0,0.0,0.0
1556212327.069,51.018,6.725,39.994,0.420,0.0,1.843,14027511.0,6737714.0,27338580.0,8687127.0,0.0,0.0,3385466.0,8466559.0,0.0,0.0,3603907.0,8673663.0,3199305.0,8883249.0,3252367.0,8760091.0,64097529.0,71005130.0,0.0,52584448.0,0.0,122773504.0,0.0,270336.0,0.0,0.0,0.0,176.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9512.0,0.0,12205.0,0.0,8.0,0.0,0.0,7809609728.0,1752096768.0,11018526720.0,79367376896.0,0.0,0.0
1556212328.070,52.163,6.552,38.836,0.318,0.0,2.131,13545480.0,6845356.0,26467767.0,8268142.0,0.0,0.0,3463722.0,8376365.0,0.0,0.0,3566747.0,8737068.0,3139321.0,8414915.0,3316232.0,8372443.0,62964494.0,69389427.0,0.0,55050240.0,0.0,122888192.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9925.0,0.0,12257.0,0.0,0.0,0.0,0.0,7816327168.0,1761607680.0,11061854208.0,79307821056.0,0.0,0.0
1556212329.070,52.529,6.618,38.689,0.350,0.0,1.814,14253802.0,6881283.0,26771361.0,8761753.0,0.0,0.0,3525145.0,8647635.0,0.0,0.0,3581157.0,8106852.0,3248520.0,8799582.0,3375441.0,8828646.0,64312576.0,71272795.0,0.0,53358592.0,0.0,122036224.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9631.0,0.0,12020.0,0.0,0.0,0.0,0.0,7820828672.0,1767149568.0,11101810688.0,79257821184.0,0.0,0.0
1556212330.070,51.088,7.042,39.341,0.384,0.0,2.145,13646344.0,6741280.0,25734378.0,8323410.0,0.0,0.0,3442842.0,8630480.0,0.0,0.0,3548622.0,8160491.0,3157984.0,8200028.0,3270892.0,8212467.0,62087261.0,68677196.0,0.0,60674048.0,0.0,125034496.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9870.0,0.0,12139.0,0.0,0.0,0.0,0.0,7824179200.0,1772535808.0,11141935104.0,79208960000.0,0.0,0.0
1556212331.069,51.697,6.725,39.347,0.323,0.0,1.908,13902378.0,6812606.0,26122569.0,8528381.0,0.0,0.0,3427041.0,8837889.0,0.0,0.0,3587456.0,8578304.0,3192733.0,8370005.0,3277450.0,7822671.0,62933237.0,69675099.0,0.0,53174272.0,0.0,125935616.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9603.0,0.0,12138.0,0.0,0.0,0.0,0.0,7825559552.0,1777815552.0,11181617152.0,79162617856.0,0.0,0.0
1556212332.069,51.115,6.785,39.774,0.355,0.0,1.971,13856965.0,6752569.0,25149449.0,8476489.0,0.0,0.0,3418781.0,8169086.0,0.0,0.0,3571215.0,8218465.0,3177805.0,8263899.0,3273590.0,8083523.0,61812947.0,68646102.0,0.0,50786304.0,0.0,120057856.0,0.0,32768.0,0.0,0.0,0.0,104.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9132.0,0.0,11740.0,0.0,4.0,0.0,0.0,7831924736.0,1782001664.0,11218219008.0,79115464704.0,0.0,0.0
1556212333.069,51.999,7.234,38.484,0.412,0.0,1.872,14014388.0,6880850.0,25817523.0,8612389.0,0.0,0.0,3515492.0,8486264.0,0.0,0.0,3586258.0,7951027.0,3188264.0,8347937.0,3362881.0,8544226.0,63043535.0,69773577.0,0.0,53587968.0,0.0,121958400.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9684.0,0.0,12001.0,0.0,0.0,0.0,0.0,7831748608.0,1785032704.0,11261206528.0,79069622272.0,0.0,0.0
1556212334.069,53.365,6.667,37.715,0.376,0.0,1.878,13573091.0,6765337.0,25942383.0,8237725.0,0.0,0.0,3364240.0,7840543.0,0.0,0.0,3606703.0,8411128.0,3219202.0,8668254.0,3215409.0,8434858.0,62234538.0,68710551.0,0.0,54415360.0,0.0,122494976.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9828.0,0.0,12202.0,0.0,0.0,0.0,0.0,7832813568.0,1788002304.0,11300962304.0,79025831936.0,0.0,0.0
1556212335.069,51.836,6.963,38.901,0.319,0.0,1.980,14288186.0,6846450.0,26489208.0,8795955.0,0.0,0.0,3489177.0,8625097.0,0.0,0.0,3557804.0,8268478.0,3201905.0,8517109.0,3384993.0,8693929.0,63888962.0,70967702.0,0.0,52899840.0,0.0,120655872.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9523.0,0.0,11755.0,0.0,0.0,0.0,0.0,7834902528.0,1791012864.0,11340308480.0,78981386240.0,0.0,0.0
1556212336.070,51.401,7.214,39.098,0.354,0.0,1.932,13957103.0,6811376.0,26121896.0,8545566.0,0.0,0.0,3473802.0,8365555.0,0.0,0.0,3544809.0,8196348.0,3165026.0,8565661.0,3341464.0,8560061.0,63069335.0,69890442.0,0.0,52490240.0,0.0,120520704.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9433.0,0.0,11792.0,0.0,0.0,0.0,0.0,7840399360.0,1792757760.0,11381186560.0,78933266432.0,0.0,0.0
1556212337.069,51.827,6.378,39.038,0.321,0.0,2.436,13743511.0,6745026.0,25351891.0,8358900.0,0.0,0.0,3428662.0,8210015.0,0.0,0.0,3553098.0,8326355.0,3167547.0,8217929.0,3315698.0,8119659.0,61931065.0,68584799.0,0.0,50270208.0,0.0,119353344.0,0.0,20480.0,0.0,0.0,0.0,40.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9063.0,0.0,11649.0,0.0,3.0,0.0,0.0,7841677312.0,1794355200.0,11419758592.0,78891819008.0,0.0,0.0
1556212338.070,51.519,6.787,39.043,0.356,0.0,2.295,13951969.0,6813820.0,24588393.0,8535906.0,0.0,0.0,3418487.0,7630178.0,0.0,0.0,3595070.0,8328725.0,3193819.0,7933761.0,3301335.0,8254882.0,61521327.0,68347299.0,0.0,51712000.0,0.0,121384960.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9293.0,0.0,11955.0,0.0,0.0,0.0,0.0,7838429184.0,1796083712.0,11461079040.0,78852018176.0,0.0,0.0
1556212339.069,53.640,6.737,37.452,0.351,0.0,1.820,13920859.0,6764226.0,25152822.0,8528589.0,0.0,0.0,3423684.0,8512836.0,0.0,0.0,3540628.0,7847826.0,3162863.0,8001757.0,3324419.0,8257841.0,61855249.0,68658321.0,0.0,72892416.0,0.0,130285568.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9932.0,0.0,12006.0,0.0,0.0,0.0,0.0,7840124928.0,1797464064.0,11499880448.0,78810140672.0,0.0,0.0
1556212340.070,52.036,6.658,38.979,0.388,0.0,1.939,13550020.0,6787970.0,27594948.0,8205042.0,0.0,0.0,3435054.0,8461071.0,0.0,0.0,3547106.0,8473389.0,3181672.0,9330827.0,3337526.0,8940725.0,64073859.0,70601267.0,0.0,54845440.0,0.0,131330048.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9882.0,0.0,12060.0,0.0,0.0,0.0,0.0,7842496512.0,1798397952.0,11538563072.0,78768152576.0,0.0,0.0
1556212341.069,52.517,6.476,38.474,0.385,0.0,2.148,14249601.0,6854384.0,25214688.0,8826691.0,0.0,0.0,3480888.0,7878924.0,0.0,0.0,3572498.0,8167015.0,3181307.0,8478907.0,3319157.0,8133187.0,62506647.0,69475078.0,0.0,52416512.0,0.0,122552320.0,0.0,74833920.0,0.0,0.0,0.0,104.0,0.0,208.0,0.0,24020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9406.0,0.0,12034.0,0.0,178.0,0.0,0.0,7846768640.0,1799340032.0,11578028032.0,78723473408.0,0.0,0.0
1556212342.070,52.792,6.313,38.579,0.381,0.0,1.935,13616509.0,6808455.0,25114091.0,8217793.0,0.0,0.0,3438090.0,8385999.0,0.0,0.0,3600451.0,8131775.0,3200912.0,8034523.0,3304846.0,8099966.0,61708194.0,68166633.0,0.0,52535296.0,0.0,122019840.0,0.0,86016.0,0.0,0.0,0.0,60.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9505.0,0.0,12186.0,0.0,8.0,0.0,0.0,7844454400.0,1800212480.0,11618516992.0,78684426240.0,0.0,0.0
1556212343.070,52.386,6.963,38.491,0.387,0.0,1.773,13975387.0,6778516.0,25412484.0,8575146.0,0.0,0.0,3452864.0,8141673.0,0.0,0.0,3528624.0,8105899.0,3164694.0,8022029.0,3332262.0,8676850.0,62282683.0,69149654.0,0.0,50888704.0,0.0,120188928.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9144.0,0.0,11767.0,0.0,0.0,0.0,0.0,7850545152.0,1800835072.0,11657949184.0,78638280704.0,0.0,0.0
1556212344.070,52.488,6.613,38.748,0.289,0.0,1.862,13907659.0,6747319.0,25797480.0,8528260.0,0.0,0.0,3430610.0,8403189.0,0.0,0.0,3540927.0,8411648.0,3179914.0,8385336.0,3302962.0,8112582.0,62538868.0,69343587.0,0.0,51105792.0,0.0,119447552.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9206.0,0.0,11572.0,0.0,0.0,0.0,0.0,7844429824.0,1801318400.0,11698925568.0,78602936320.0,0.0,0.0
1556212345.070,53.359,6.623,37.370,0.378,0.0,2.271,14038683.0,6845088.0,25891626.0,8605732.0,0.0,0.0,3477078.0,8686003.0,0.0,0.0,3595721.0,8322640.0,3191863.0,8514570.0,3324061.0,8006331.0,63051405.0,69962163.0,0.0,51650560.0,0.0,121884672.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9298.0,0.0,12084.0,0.0,0.0,0.0,0.0,7844192256.0,1801842688.0,11741892608.0,78559682560.0,0.0,0.0
1556212346.069,51.996,6.426,38.948,0.422,0.0,2.207,13880994.0,6790385.0,25134018.0,8466246.0,0.0,0.0,3429475.0,8199341.0,0.0,0.0,3582607.0,7850416.0,3187381.0,7952599.0,3279071.0,8652351.0,61908178.0,68658904.0,0.0,51040256.0,0.0,120905728.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9203.0,0.0,11864.0,0.0,0.0,0.0,0.0,7848554496.0,1802260480.0,11779715072.0,78517080064.0,0.0,0.0
1556212347.070,53.173,6.599,38.008,0.317,0.0,1.904,13900797.0,6818433.0,24659553.0,8451685.0,0.0,0.0,3446924.0,7878138.0,0.0,0.0,3574167.0,8191816.0,3174678.0,8019202.0,3350193.0,8154109.0,61580308.0,68324203.0,0.0,51507200.0,0.0,119316480.0,0.0,20480.0,0.0,0.0,0.0,88.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9198.0,0.0,11550.0,0.0,3.0,0.0,0.0,7848660992.0,1802514432.0,11817263104.0,78479171584.0,0.0,0.0
1556212348.070,53.194,7.213,36.892,0.381,0.0,2.320,13967894.0,6759320.0,24804363.0,8567470.0,0.0,0.0,3440624.0,8012895.0,0.0,0.0,3523879.0,7835327.0,3162710.0,8250188.0,3306685.0,8250908.0,61608508.0,68532177.0,0.0,79040512.0,0.0,137613312.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9931.0,0.0,12163.0,0.0,0.0,0.0,0.0,7850504192.0,1802788864.0,11858006016.0,78436311040.0,0.0,0.0
1556212349.069,53.456,6.436,37.508,0.412,0.0,2.188,13858157.0,6781008.0,25554019.0,8450844.0,0.0,0.0,3443420.0,8055763.0,0.0,0.0,3546097.0,8274151.0,3162392.0,8487675.0,3295082.0,8246808.0,62236090.0,68980913.0,0.0,52629504.0,0.0,131436544.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9481.0,0.0,12103.0,0.0,0.0,0.0,0.0,7850315776.0,1803018240.0,11896295424.0,78397980672.0,0.0,0.0
1556212350.070,52.722,6.902,38.172,0.356,0.0,1.847,14012256.0,6872769.0,26419225.0,8559893.0,0.0,0.0,3521577.0,8775919.0,0.0,0.0,3539227.0,8116717.0,3205721.0,8728221.0,3359263.0,8436258.0,63621122.0,70474634.0,0.0,52510720.0,0.0,121143296.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,0.0,11959.0,0.0,0.0,0.0,0.0,7855534080.0,1803194368.0,11933851648.0,78355030016.0,0.0,0.0
1556212351.070,52.710,7.239,37.755,0.383,0.0,1.913,13737794.0,6731843.0,25660123.0,8372704.0,0.0,0.0,3428001.0,8536693.0,0.0,0.0,3537963.0,8163970.0,3138723.0,8219383.0,3304344.0,8248893.0,62127532.0,68827921.0,0.0,51757056.0,0.0,119414784.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9320.0,0.0,11612.0,0.0,0.0,0.0,0.0,7858991104.0,1803296768.0,11972976640.0,78312345600.0,0.0,0.0
1556212352.070,52.825,6.667,37.841,0.349,0.0,2.317,13878008.0,6715985.0,25493742.0,8532875.0,0.0,0.0,3344312.0,7939097.0,0.0,0.0,3569120.0,8323148.0,3214489.0,8348960.0,3236416.0,8342538.0,62083690.0,68897500.0,0.0,52600832.0,0.0,119885824.0,0.0,20480.0,0.0,0.0,0.0,172.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9461.0,0.0,11672.0,0.0,3.0,0.0,0.0,7855374336.0,1803456512.0,12016943104.0,78271836160.0,0.0,0.0
1556212353.070,53.402,6.932,37.420,0.321,0.0,1.926,13859155.0,6893529.0,25498640.0,8395513.0,0.0,0.0,3510256.0,8359014.0,0.0,0.0,3611876.0,8199844.0,3212110.0,8312517.0,3364398.0,8272145.0,62612449.0,69264745.0,0.0,52117504.0,0.0,121327616.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448.0,0.0,11966.0,0.0,0.0,0.0,0.0,7859425280.0,1803620352.0,12056293376.0,78228271104.0,0.0,0.0
1556212354.070,52.068,7.086,38.057,0.385,0.0,2.405,13819208.0,6744153.0,25382799.0,8484557.0,0.0,0.0,3416698.0,8305290.0,0.0,0.0,3544570.0,8276459.0,3155884.0,8161610.0,3255503.0,8079192.0,61914224.0,68647899.0,0.0,51187712.0,0.0,121647104.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9151.0,0.0,11952.0,0.0,0.0,0.0,0.0,7861178368.0,1803694080.0,12094947328.0,78187790336.0,0.0,0.0
1556212355.070,53.606,6.637,37.301,0.319,0.0,2.138,14087111.0,6762951.0,24938378.0,8649079.0,0.0,0.0,3463544.0,8136145.0,0.0,0.0,3515272.0,7834632.0,3156602.0,8230900.0,3325656.0,8254471.0,61840768.0,68804231.0,0.0,51658752.0,0.0,118423552.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9306.0,0.0,11328.0,0.0,0.0,0.0,0.0,7863463936.0,1803788288.0,12135051264.0,78145306624.0,0.0,0.0
1556212356.070,52.945,6.306,38.380,0.384,0.0,1.985,13743242.0,6750289.0,25478507.0,8361276.0,0.0,0.0,3449668.0,8426079.0,0.0,0.0,3532953.0,7935981.0,3174638.0,8533041.0,3276062.0,7956569.0,61987431.0,68528477.0,0.0,54149120.0,0.0,117440512.0,0.0,74739712.0,0.0,0.0,0.0,164.0,0.0,204.0,0.0,16688.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9257.0,0.0,11156.0,0.0,143.0,0.0,0.0,7864291328.0,1803878400.0,12173631488.0,78105808896.0,0.0,0.0
1556212357.070,53.705,7.218,36.542,0.417,0.0,2.117,14017256.0,6804776.0,23664163.0,8555321.0,0.0,0.0,3462788.0,7909556.0,0.0,0.0,3550769.0,8021367.0,3210246.0,7584536.0,3317187.0,7849484.0,60679137.0,67677405.0,0.0,83853312.0,0.0,139538432.0,0.0,126976.0,0.0,0.0,0.0,264.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10213.0,0.0,11855.0,0.0,8.0,0.0,0.0,7862697984.0,1803964416.0,12213792768.0,78067154944.0,0.0,0.0
1556212358.070,54.260,6.652,36.744,0.348,0.0,1.996,14069152.0,6746592.0,25590732.0,8621903.0,0.0,0.0,3473012.0,8185269.0,0.0,0.0,3531138.0,7925132.0,3140952.0,8523785.0,3289852.0,8505596.0,62440542.0,69425713.0,0.0,50184192.0,0.0,135016448.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8973.0,0.0,12183.0,0.0,0.0,0.0,0.0,7868313600.0,1804038144.0,12249780224.0,78025478144.0,0.0,0.0
1556212359.070,53.200,6.463,38.077,0.350,0.0,1.910,13417865.0,6724429.0,24993506.0,8138831.0,0.0,0.0,3406989.0,7976187.0,0.0,0.0,3492901.0,8271590.0,3131670.0,8179164.0,3320795.0,7968093.0,61081343.0,67463494.0,0.0,53694464.0,0.0,119844864.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.0,0.0,11728.0,0.0,0.0,0.0,0.0,7867392000.0,1804070912.0,12289654784.0,77986492416.0,0.0,0.0
1556212360.070,53.536,6.619,37.811,0.387,0.0,1.647,14105114.0,6841980.0,26008100.0,8652447.0,0.0,0.0,3417809.0,8483520.0,0.0,0.0,3627241.0,7990361.0,3258073.0,8603737.0,3290899.0,8490131.0,63165565.0,70056382.0,0.0,52948992.0,0.0,120385536.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9488.0,0.0,11701.0,0.0,0.0,0.0,0.0,7864492032.0,1804124160.0,12332367872.0,77946626048.0,0.0,0.0
1556212361.070,52.627,6.749,38.332,0.318,0.0,1.974,13663480.0,6769345.0,24229284.0,8230763.0,0.0,0.0,3441166.0,7714565.0,0.0,0.0,3555524.0,8141778.0,3181034.0,7808224.0,3311871.0,8107724.0,60778011.0,67313109.0,0.0,50475008.0,0.0,119648256.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9131.0,0.0,11695.0,0.0,0.0,0.0,0.0,7867625472.0,1804152832.0,12370333696.0,77905498112.0,0.0,0.0
1556212362.069,53.721,6.515,37.209,0.383,0.0,2.172,14244117.0,6816843.0,26941102.0,8825644.0,0.0,0.0,3480466.0,8346889.0,0.0,0.0,3584917.0,8521275.0,3174943.0,8782377.0,3342440.0,8812333.0,64219277.0,71244353.0,0.0,51630080.0,0.0,122458112.0,0.0,20480.0,0.0,0.0,0.0,92.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9351.0,0.0,12087.0,0.0,3.0,0.0,0.0,7867342848.0,1804189696.0,12410400768.0,77865676800.0,0.0,0.0
1556212363.070,53.032,7.058,37.664,0.321,0.0,1.925,13745016.0,6787659.0,25239636.0,8363297.0,0.0,0.0,3432726.0,8422283.0,0.0,0.0,3568399.0,8158287.0,3163871.0,7990087.0,3307894.0,8242981.0,61870359.0,68549612.0,0.0,53129216.0,0.0,121102336.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9556.0,0.0,11930.0,0.0,0.0,0.0,0.0,7871115264.0,1804218368.0,12449865728.0,77822410752.0,0.0,0.0
