/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556186552.270,0.031,0.219,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,0.0,0.0,0.0,17444864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,7533096960.0,1667276800.0,10782429184.0,79964807168.0,0.0,0.0
1556186553.270,0.063,0.281,99.625,0.031,0.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,270.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7531446272.0,1667276800.0,10782429184.0,79966457856.0,0.0,0.0
1556186554.270,0.063,0.281,99.656,0.0,0.0,0.0,392.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,532.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530303488.0,1667276800.0,10782429184.0,79967600640.0,0.0,0.0
1556186555.270,2.813,0.344,96.593,0.063,0.0,0.188,124901.0,346011.0,8307.0,29227.0,41582.0,11292.0,1467.0,1518.0,34195.0,32382.0,85868.0,19361.0,17807.0,4818.0,176311.0,42270.0,802068.0,641952.0,0.0,12288.0,0.0,0.0,0.0,1937408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,222.0,0.0,0.0,7530401792.0,1667276800.0,10782486528.0,79967444992.0,0.0,0.0
1556186556.270,26.643,5.675,65.662,0.064,0.0,1.956,3790616.0,2185013.0,8279913.0,2320430.0,0.0,0.0,915559.0,2673907.0,1054149.0,2694989.0,1222741.0,2691580.0,0.0,0.0,1041043.0,2684931.0,19655504.0,21278162.0,0.0,36204544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,0.0,0.0,0.0,0.0,0.0,0.0,7555907584.0,1667276800.0,10791153664.0,79933272064.0,0.0,0.0
1556186557.270,27.713,6.202,64.147,0.129,0.0,1.809,3863667.0,2069896.0,8450750.0,2380805.0,0.0,0.0,943452.0,2739546.0,1070154.0,2745535.0,1154650.0,2745500.0,0.0,0.0,1026084.0,2743407.0,19781602.0,21593225.0,0.0,36573184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6353.0,0.0,0.0,0.0,0.0,0.0,0.0,7562379264.0,1667276800.0,10804850688.0,79913103360.0,0.0,0.0
1556186558.270,27.354,6.278,64.478,0.128,0.0,1.762,3819092.0,2057465.0,8450585.0,2364915.0,0.0,0.0,935954.0,2733089.0,1070735.0,2747777.0,1146025.0,2738639.0,0.0,0.0,1024135.0,2739515.0,19704057.0,21519024.0,0.0,36732928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,7565189120.0,1667276800.0,10815520768.0,79899623424.0,0.0,0.0
1556186559.270,27.587,6.113,64.457,0.032,0.0,1.811,3827026.0,2066443.0,8452145.0,2364080.0,0.0,0.0,940029.0,2733516.0,1072727.0,2745706.0,1150398.0,2744069.0,0.0,0.0,1030779.0,2744541.0,19743278.0,21546936.0,0.0,36704256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6383.0,0.0,0.0,0.0,0.0,0.0,0.0,7569162240.0,1667276800.0,10827333632.0,79883837440.0,0.0,0.0
1556186560.270,27.657,6.082,64.213,0.160,0.0,1.889,3825370.0,2058896.0,8451944.0,2371699.0,0.0,0.0,936160.0,2730677.0,1063623.0,2740048.0,1144269.0,2737396.0,42.0,42.0,1026394.0,2739664.0,19699440.0,21504516.0,0.0,36675584.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6279.0,0.0,0.0,0.0,3.0,0.0,0.0,7571869696.0,1667276800.0,10839257088.0,79869206528.0,0.0,0.0
1556186561.270,28.135,6.079,63.781,0.127,0.0,1.878,3830414.0,2063778.0,8450102.0,2366137.0,0.0,0.0,939661.0,2734903.0,1064758.0,2738942.0,1153990.0,2745954.0,0.0,0.0,1024152.0,2740257.0,19724098.0,21529957.0,0.0,36933632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399.0,0.0,0.0,0.0,0.0,0.0,0.0,7574179840.0,1667276800.0,10851299328.0,79854854144.0,0.0,0.0
1556186562.270,28.968,5.941,63.111,0.128,0.0,1.852,3836061.0,2064630.0,8452797.0,2367518.0,0.0,0.0,931738.0,2726848.0,1069959.0,2744301.0,1145460.0,2738176.0,0.0,0.0,1030507.0,2742857.0,19721134.0,21519486.0,0.0,36868096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6464.0,0.0,0.0,0.0,0.0,0.0,0.0,7578599424.0,1667276800.0,10864201728.0,79837532160.0,0.0,0.0
1556186563.270,28.055,6.430,63.500,0.096,0.0,1.919,3821164.0,2060324.0,8449121.0,2364566.0,0.0,0.0,934629.0,2732101.0,1065640.0,2741126.0,1147119.0,2740990.0,0.0,0.0,1020999.0,2735145.0,19684844.0,21497819.0,0.0,36896768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6276.0,0.0,0.0,0.0,0.0,0.0,0.0,7577804800.0,1667276800.0,10876583936.0,79825944576.0,0.0,0.0
1556186564.270,27.317,6.643,64.420,0.097,0.0,1.523,3818683.0,2059510.0,8450281.0,2361861.0,0.0,0.0,935912.0,2732626.0,1068546.0,2746469.0,1146560.0,2739615.0,0.0,0.0,1026244.0,2742582.0,19708181.0,21515167.0,0.0,36978688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399.0,0.0,0.0,0.0,0.0,0.0,0.0,7580459008.0,1667276800.0,10888359936.0,79811514368.0,0.0,0.0
1556186565.270,28.444,6.314,63.552,0.128,0.0,1.562,3809912.0,2058404.0,8447988.0,2355611.0,0.0,0.0,939736.0,2736930.0,1067165.0,2741779.0,1150241.0,2742387.0,0.0,0.0,1022430.0,2736573.0,19696801.0,21492970.0,0.0,36880384.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6376.0,0.0,0.0,0.0,3.0,0.0,0.0,7582769152.0,1667276800.0,10899705856.0,79797858304.0,0.0,0.0
1556186566.270,27.363,6.322,64.208,0.128,0.0,1.980,3840997.0,2064580.0,8450964.0,2375349.0,0.0,0.0,938313.0,2735980.0,1068867.0,2743465.0,1152918.0,2745973.0,0.0,0.0,1026384.0,2742731.0,19746384.0,21560444.0,0.0,36831232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.0,0.0,0.0,0.0,0.0,0.0,0.0,7583916032.0,1667276800.0,10911911936.0,79784505344.0,0.0,0.0
1556186567.270,27.727,6.455,63.625,0.095,0.0,2.099,3819515.0,2061803.0,8449308.0,2360209.0,0.0,0.0,938723.0,2732787.0,1064127.0,2740348.0,1148479.0,2739532.0,0.0,0.0,1024331.0,2740482.0,19700893.0,21496846.0,0.0,36814848.0,0.0,0.0,0.0,15040512.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6364.0,0.0,0.0,0.0,126.0,0.0,0.0,7585857536.0,1667276800.0,10924167168.0,79770308608.0,0.0,0.0
1556186568.270,27.329,6.167,64.817,0.130,0.0,1.558,3846894.0,2065991.0,8451681.0,2379487.0,0.0,0.0,935536.0,2730559.0,1073670.0,2747876.0,1153430.0,2743537.0,0.0,0.0,1034412.0,2746969.0,19765912.0,21580708.0,0.0,36966400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6407.0,0.0,0.0,0.0,0.0,0.0,0.0,7586938880.0,1667276800.0,10937462784.0,79755931648.0,0.0,0.0
1556186569.270,29.104,6.376,62.532,0.095,0.0,1.894,3807479.0,2053535.0,8451284.0,2356990.0,0.0,0.0,932044.0,2730503.0,1068817.0,2744577.0,1141783.0,2739250.0,0.0,0.0,1027998.0,2742956.0,19679353.0,21482839.0,0.0,37056512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6395.0,0.0,0.0,0.0,0.0,0.0,0.0,7587483648.0,1667276800.0,10948816896.0,79744032768.0,0.0,0.0
1556186570.270,28.890,5.676,63.520,0.128,0.0,1.786,3824474.0,2060180.0,8456115.0,2369561.0,0.0,0.0,932558.0,2730760.0,1070107.0,2748518.0,1142494.0,2733336.0,0.0,0.0,1031095.0,2746069.0,19706069.0,21519888.0,0.0,36618240.0,0.0,0.0,0.0,172032.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.0,0.0,0.0,0.0,8.0,0.0,0.0,7589928960.0,1667276800.0,10959986688.0,79730417664.0,0.0,0.0
1556186571.269,28.512,5.754,63.934,0.096,0.0,1.704,3829103.0,2062658.0,8453497.0,2364497.0,0.0,0.0,941810.0,2737329.0,1067930.0,2740162.0,1151952.0,2744736.0,0.0,0.0,1012994.0,2733934.0,19711524.0,21513995.0,0.0,36868096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,7591378944.0,1667276800.0,10972368896.0,79716585472.0,0.0,0.0
1556186572.270,28.830,6.058,63.368,0.095,0.0,1.649,3847204.0,2064980.0,8456668.0,2383468.0,0.0,0.0,940392.0,2738018.0,1069471.0,2746237.0,1153581.0,2746314.0,0.0,0.0,1030154.0,2741858.0,19768506.0,21581545.0,0.0,36745216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6416.0,0.0,0.0,0.0,0.0,0.0,0.0,7593136128.0,1667276800.0,10984972288.0,79702224896.0,0.0,0.0
1556186573.270,28.644,6.242,63.213,0.127,0.0,1.774,3803865.0,2056066.0,8450307.0,2351415.0,0.0,0.0,937093.0,2733441.0,1061381.0,2736087.0,1148757.0,2741811.0,0.0,0.0,1024520.0,2739865.0,19674690.0,21469812.0,0.0,36995072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.0,0.0,0.0,0.0,0.0,0.0,0.0,7594577920.0,1667276800.0,10996277248.0,79689478144.0,0.0,0.0
1556186574.270,28.373,6.603,63.160,0.095,0.0,1.769,3799097.0,2044905.0,8451586.0,2341357.0,0.0,0.0,931450.0,2730181.0,1073657.0,2753147.0,1138427.0,2738463.0,0.0,0.0,1030307.0,2749369.0,19675548.0,21468405.0,0.0,36884480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6358.0,0.0,0.0,0.0,0.0,0.0,0.0,7597981696.0,1667276800.0,11008811008.0,79673540608.0,0.0,0.0
1556186575.270,28.448,6.671,62.989,0.096,0.0,1.796,3845765.0,2062880.0,8451275.0,2385638.0,0.0,0.0,937230.0,2733253.0,1065297.0,2736124.0,1149588.0,2738481.0,0.0,0.0,1022847.0,2734364.0,19715012.0,21529178.0,0.0,36843520.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6362.0,0.0,0.0,0.0,3.0,0.0,0.0,7595204608.0,1667276800.0,11022630912.0,79662497792.0,0.0,0.0
1556186576.270,27.794,6.176,63.961,0.159,0.0,1.910,3833871.0,2062152.0,8457610.0,2373612.0,0.0,0.0,933942.0,2731220.0,1077264.0,2753620.0,1148178.0,2741254.0,0.0,0.0,1030117.0,2749939.0,19751098.0,21563535.0,0.0,36835328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,7597944832.0,1667276800.0,11032862720.0,79649525760.0,0.0,0.0
1556186577.270,27.875,6.589,63.727,0.097,0.0,1.712,3830693.0,2066945.0,8454892.0,2367924.0,0.0,0.0,944203.0,2739454.0,1076087.0,2753252.0,1152379.0,2746198.0,0.0,0.0,1034547.0,2748606.0,19777940.0,21583934.0,0.0,37011456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393.0,0.0,0.0,0.0,0.0,0.0,0.0,7598964736.0,1667276800.0,11045154816.0,79636213760.0,0.0,0.0
1556186578.269,27.694,5.693,64.619,0.096,0.0,1.898,3821588.0,2058545.0,8453490.0,2366825.0,0.0,0.0,936744.0,2732863.0,1068635.0,2744529.0,1151901.0,2745840.0,0.0,0.0,1028616.0,2745030.0,19730230.0,21532223.0,0.0,36626432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340.0,0.0,0.0,0.0,0.0,0.0,0.0,7600513024.0,1667276800.0,11057352704.0,79622467584.0,0.0,0.0
1556186579.270,28.861,6.361,63.038,0.095,0.0,1.646,3823285.0,2058176.0,8455098.0,2363511.0,0.0,0.0,936923.0,2735704.0,1071229.0,2746966.0,1151066.0,2747271.0,0.0,0.0,1028599.0,2745597.0,19732567.0,21535824.0,0.0,36864000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6322.0,0.0,0.0,0.0,0.0,0.0,0.0,7613755392.0,1667276800.0,11070738432.0,79595839488.0,0.0,0.0
1556186580.269,28.645,5.799,63.730,0.128,0.0,1.698,3828065.0,2057916.0,8454337.0,2370245.0,0.0,0.0,936204.0,2732368.0,1075874.0,2752100.0,1145014.0,2738803.0,0.0,0.0,1030794.0,2748358.0,19737249.0,21547673.0,0.0,36798464.0,0.0,0.0,0.0,532480.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6343.0,0.0,0.0,0.0,3.0,0.0,0.0,7610630144.0,1667276800.0,11083005952.0,79586697216.0,0.0,0.0
1556186581.270,27.934,5.690,64.436,0.129,0.0,1.811,3824534.0,2064262.0,8455166.0,2359765.0,0.0,0.0,942950.0,2740742.0,1069147.0,2746597.0,1157482.0,2750212.0,0.0,0.0,1026858.0,2742916.0,19747486.0,21549690.0,0.0,37019648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6404.0,0.0,0.0,0.0,0.0,0.0,0.0,7613657088.0,1667276800.0,11092713472.0,79573962752.0,0.0,0.0
1556186582.270,27.420,6.433,64.140,0.127,0.0,1.879,3832259.0,2063442.0,8454696.0,2374486.0,0.0,0.0,940312.0,2736347.0,1073466.0,2748316.0,1146899.0,2739754.0,0.0,0.0,1034749.0,2751440.0,19759642.0,21569640.0,0.0,37015552.0,0.0,0.0,0.0,19673088.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6397.0,0.0,0.0,0.0,84.0,0.0,0.0,7612403712.0,1667276800.0,11106828288.0,79561101312.0,0.0,0.0
1556186583.270,29.009,6.089,62.926,0.128,0.0,1.849,3808148.0,2044844.0,8452752.0,2349436.0,0.0,0.0,941264.0,2738374.0,1059919.0,2741325.0,1154120.0,2751377.0,0.0,0.0,1015537.0,2739023.0,19685590.0,21485559.0,0.0,50802688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6679.0,0.0,0.0,0.0,0.0,0.0,0.0,7614390272.0,1667276800.0,11115802624.0,79550140416.0,0.0,0.0
1556186584.269,29.002,6.031,63.041,0.064,0.0,1.861,3832815.0,2069438.0,8455720.0,2374956.0,0.0,0.0,935807.0,2734571.0,1077221.0,2746766.0,1149254.0,2740596.0,0.0,0.0,1032537.0,2743520.0,19750053.0,21554416.0,0.0,36560896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6286.0,0.0,0.0,0.0,0.0,0.0,0.0,7614083072.0,1667276800.0,11127746560.0,79538503680.0,0.0,0.0
1556186585.270,28.216,5.204,64.771,0.162,0.0,1.648,3824965.0,2054412.0,8449823.0,2367006.0,0.0,0.0,937296.0,2732546.0,1057939.0,2735845.0,1140834.0,2731859.0,0.0,0.0,1021419.0,2738201.0,19665535.0,21472180.0,0.0,37076992.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6428.0,0.0,0.0,0.0,8.0,0.0,0.0,7615533056.0,1667276800.0,11139461120.0,79525339136.0,0.0,0.0
1556186586.270,28.378,5.979,63.930,0.097,0.0,1.616,3826583.0,2057312.0,8452554.0,2365457.0,0.0,0.0,941533.0,2739693.0,1071733.0,2747937.0,1151711.0,2748624.0,0.0,0.0,1032821.0,2749261.0,19751990.0,21560772.0,0.0,36896768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6471.0,0.0,0.0,0.0,0.0,0.0,0.0,7616307200.0,1667276800.0,11151216640.0,79512809472.0,0.0,0.0
1556186587.270,28.147,6.165,63.815,0.065,0.0,1.808,3820716.0,2061233.0,8453430.0,2359191.0,0.0,0.0,944638.0,2742296.0,1072788.0,2750465.0,1160278.0,2751756.0,0.0,0.0,1033748.0,2748097.0,19771654.0,21573064.0,0.0,36720640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6219.0,0.0,0.0,0.0,0.0,0.0,0.0,7615029248.0,1667276800.0,11165106176.0,79500197888.0,0.0,0.0
1556186588.269,29.066,5.999,63.106,0.160,0.0,1.668,3821677.0,2057719.0,8453154.0,2366459.0,0.0,0.0,936594.0,2732350.0,1072829.0,2748003.0,1147385.0,2739601.0,0.0,0.0,1023364.0,2739956.0,19709397.0,21513884.0,0.0,36937728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6376.0,0.0,0.0,0.0,0.0,0.0,0.0,7618039808.0,1667276800.0,11175432192.0,79486861312.0,0.0,0.0
1556186589.270,29.298,5.942,62.695,0.095,0.0,1.970,3835335.0,2061788.0,8453831.0,2371513.0,0.0,0.0,936527.0,2732987.0,1071556.0,2749012.0,1149725.0,2744929.0,0.0,0.0,1030169.0,2745628.0,19746523.0,21552925.0,0.0,36237312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6237.0,0.0,0.0,0.0,0.0,0.0,0.0,7617667072.0,1667276800.0,11187273728.0,79475392512.0,0.0,0.0
1556186590.270,29.050,5.411,63.897,0.097,0.0,1.546,3823925.0,2056867.0,8453907.0,2370996.0,0.0,0.0,927736.0,2727158.0,1072044.0,2747993.0,1146876.0,2742089.0,0.0,0.0,1025192.0,2742232.0,19702657.0,21516773.0,0.0,36507648.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6285.0,0.0,0.0,0.0,3.0,0.0,0.0,7619051520.0,1667276800.0,11199037440.0,79462244352.0,0.0,0.0
1556186591.270,28.641,5.812,63.771,0.129,0.0,1.647,3815790.0,2062147.0,8452193.0,2352826.0,0.0,0.0,943817.0,2738507.0,1073275.0,2749210.0,1154141.0,2746000.0,0.0,0.0,1034354.0,2749355.0,19750538.0,21540210.0,0.0,36585472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6295.0,0.0,0.0,0.0,0.0,0.0,0.0,7615680512.0,1667276800.0,11213508608.0,79451144192.0,0.0,0.0
1556186592.270,28.613,6.216,63.121,0.096,0.0,1.955,3830514.0,2057871.0,8455765.0,2375982.0,0.0,0.0,934028.0,2732636.0,1071151.0,2748250.0,1141735.0,2737792.0,0.0,0.0,1028707.0,2744519.0,19720269.0,21535143.0,0.0,36503552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,7616794624.0,1667276800.0,11224518656.0,79439020032.0,0.0,0.0
1556186593.270,28.170,5.808,64.053,0.161,0.0,1.807,3836907.0,2061335.0,8455180.0,2372563.0,0.0,0.0,940130.0,2736631.0,1069267.0,2747132.0,1149955.0,2745639.0,0.0,0.0,1029446.0,2746874.0,19743685.0,21561612.0,0.0,36421632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6261.0,0.0,0.0,0.0,0.0,0.0,0.0,7616909312.0,1667276800.0,11236151296.0,79427272704.0,0.0,0.0
1556186594.270,28.915,5.796,63.593,0.096,0.0,1.601,3814324.0,2053202.0,8451505.0,2364478.0,0.0,0.0,935230.0,2729891.0,1061852.0,2735816.0,1148549.0,2740578.0,0.0,0.0,1016711.0,2732673.0,19667367.0,21463882.0,0.0,36372480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6236.0,0.0,0.0,0.0,0.0,0.0,0.0,7618260992.0,1667276800.0,11249143808.0,79412928512.0,0.0,0.0
1556186595.270,29.466,5.785,63.023,0.128,0.0,1.598,3833264.0,2066055.0,8451849.0,2365598.0,0.0,0.0,942558.0,2737328.0,1076728.0,2751234.0,1153480.0,2744889.0,0.0,0.0,1031219.0,2746763.0,19763617.0,21572951.0,0.0,36548608.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6296.0,0.0,0.0,0.0,3.0,0.0,0.0,7618265088.0,1667276800.0,11260940288.0,79401127936.0,0.0,0.0
1556186596.270,27.754,6.207,64.088,0.130,0.0,1.820,3815877.0,2037198.0,8447138.0,2362110.0,0.0,0.0,923388.0,2722284.0,1064132.0,2740826.0,1129319.0,2731305.0,0.0,0.0,1016294.0,2735488.0,19604834.0,21422820.0,0.0,36675584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6301.0,0.0,0.0,0.0,0.0,0.0,0.0,7618273280.0,1667276800.0,11273412608.0,79388647424.0,0.0,0.0
