/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214036.551,55.301,5.010,39.657,0.0,0.0,0.032,309.0,152.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,589.0,2740.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7727501312.0,1805344768.0,10860359680.0,79554404352.0,0.0,0.0
1556214037.552,21.827,2.806,75.179,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,0.0,36864.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,8474529792.0,1805344768.0,10884218880.0,78783516672.0,0.0,0.0
1556214038.552,10.698,3.347,85.455,0.031,0.0,0.469,618.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,1.84467440737e+19,0.0,0.0,0.0,0.0,0.0,2613248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,7575924736.0,1805344768.0,10842906624.0,79723433984.0,0.0,0.0
1556214039.552,8.384,4.890,86.408,0.064,0.0,0.254,927.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,1.84467440737e+19,0.0,0.0,0.0,0.0,0.0,2449408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,7659110400.0,1805344768.0,10760929280.0,79722225664.0,0.0,0.0
1556214040.551,14.872,4.642,80.486,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,576.0,0.0,0.0,0.0,0.0,0.0,278528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7670476800.0,1805344768.0,10776768512.0,79695020032.0,0.0,0.0
1556214041.552,12.750,4.599,82.588,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1445888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,7630053376.0,1805344768.0,10817835008.0,79694376960.0,0.0,0.0
1556214042.552,7.174,6.764,85.651,0.190,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,7700807680.0,1805344768.0,10791006208.0,79650451456.0,0.0,0.0
1556214043.551,4.886,2.850,92.014,0.031,0.0,0.219,22425.0,19008.0,7542.0,5828.0,7500.0,5898.0,7571.0,5772.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,8944.0,0.0,0.0,0.0,168.0,7474.0,5924.0,82136.0,90895.0,0.0,12288.0,0.0,0.0,0.0,1916928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,143.0,0.0,0.0,7645061120.0,1805344768.0,10774011904.0,79723192320.0,0.0,0.0
1556214044.552,0.125,0.157,99.718,0.0,0.0,0.0,2574.0,2600.0,860.0,8732.0,860.0,8732.0,860.0,8666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33584.0,1490.0,0.0,0.0,0.0,0.0,860.0,8732.0,41310.0,42086.0,0.0,249856.0,0.0,278528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,65.0,0.0,0.0,0.0,0.0,7646314496.0,1805361152.0,10774097920.0,79721836544.0,0.0,0.0
1556214045.552,0.125,0.125,99.718,0.031,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,4328.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7645839360.0,1805361152.0,10774097920.0,79722311680.0,0.0,0.0
1556214046.552,0.031,0.125,99.843,0.0,0.0,0.0,146.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,1922.0,0.0,53248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7644315648.0,1805361152.0,10774097920.0,79723835392.0,0.0,0.0
1556214047.552,0.063,0.313,99.625,0.0,0.0,0.0,592.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,1437.0,0.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7643320320.0,1805361152.0,10774126592.0,79724802048.0,0.0,0.0
1556214048.551,0.031,0.157,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7642161152.0,1805361152.0,10774126592.0,79725961216.0,0.0,0.0
1556214049.552,0.094,0.188,99.687,0.031,0.0,0.0,260.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,738.0,0.0,0.0,0.0,0.0,0.0,89337856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,7640141824.0,1805361152.0,10774126592.0,79727980544.0,0.0,0.0
1556214050.551,26.849,3.872,68.083,0.189,0.0,1.007,5335657.0,3177628.0,1207876.0,3706360.0,1399854.0,3795311.0,1555697.0,3737286.0,41583.0,11234.0,0.0,0.0,0.0,0.0,0.0,0.0,11958150.0,3163684.0,0.0,0.0,17806.0,4814.0,1645960.0,3815809.0,27391896.0,29474389.0,0.0,23990272.0,0.0,29868032.0,0.0,2187264.0,0.0,0.0,0.0,52.0,0.0,44.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4448.0,0.0,5263.0,0.0,243.0,0.0,0.0,7732817920.0,1805410304.0,10785492992.0,79623888896.0,0.0,0.0
1556214051.551,45.966,9.097,42.141,0.418,0.0,2.379,11132151.0,5714802.0,2590085.0,8015238.0,2711116.0,8010185.0,3008362.0,8034620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25874331.0,6955729.0,0.0,0.0,0.0,0.0,2852112.0,8036663.0,56240894.0,61599399.0,0.0,51875840.0,0.0,65306624.0,1683456.0,0.0,0.0,0.0,0.0,156.0,0.0,320.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9433.0,0.0,11111.0,411.0,0.0,0.0,0.0,7742451712.0,1805447168.0,10780385280.0,79619325952.0,0.0,0.0
1556214052.551,49.162,7.055,41.495,0.290,0.0,1.997,10810764.0,5616705.0,2545865.0,7742426.0,2682038.0,7744706.0,2933114.0,7758319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24893787.0,6706271.0,0.0,0.0,0.0,0.0,2816633.0,7752953.0,54620058.0,59748761.0,0.0,50139136.0,0.0,63291392.0,4096.0,0.0,0.0,0.0,0.0,104.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9020.0,0.0,10817.0,1.0,0.0,0.0,0.0,7785590784.0,1805447168.0,10827808768.0,79528763392.0,0.0,0.0
1556214053.551,47.667,7.971,41.737,0.356,0.0,2.268,10832365.0,5634581.0,2552833.0,7774148.0,2701840.0,7805064.0,2933331.0,7793890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25043551.0,6719577.0,0.0,0.0,0.0,0.0,2827714.0,7813458.0,54860925.0,60005525.0,0.0,50262016.0,0.0,63664128.0,16384.0,12288.0,0.0,0.0,0.0,124.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9066.0,0.0,10880.0,1.0,1.0,0.0,0.0,7792414720.0,1805447168.0,10881470464.0,79468277760.0,0.0,0.0
1556214054.552,48.650,7.753,41.373,0.286,0.0,1.938,10906312.0,5655656.0,2566876.0,7805183.0,2713970.0,7820092.0,2945342.0,7814834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25077217.0,6768079.0,0.0,0.0,0.0,0.0,2816197.0,7806924.0,55046802.0,60245440.0,0.0,50610176.0,0.0,63614976.0,512000.0,57344.0,0.0,0.0,0.0,224.0,0.0,232.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9123.0,0.0,10849.0,8.0,3.0,0.0,0.0,7785861120.0,1805447168.0,10911371264.0,79444930560.0,0.0,0.0
1556214055.551,49.457,7.061,40.703,0.319,0.0,2.460,10932937.0,5668082.0,2569234.0,7809086.0,2698942.0,7810324.0,2948683.0,7820649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100180.0,6779299.0,0.0,0.0,42.0,42.0,2825905.0,7811488.0,55091092.0,60274948.0,0.0,49922048.0,0.0,63582208.0,61440.0,4218880.0,0.0,0.0,0.0,132.0,0.0,160.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001.0,0.0,10840.0,7.0,12.0,0.0,0.0,7795261440.0,1805455360.0,10947022848.0,79399870464.0,0.0,0.0
1556214056.551,49.731,7.068,40.887,0.285,0.0,2.029,10777217.0,5592985.0,2526728.0,7742910.0,2673161.0,7742216.0,2904008.0,7752448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24916685.0,6708118.0,0.0,0.0,0.0,0.0,2792453.0,7744924.0,54490548.0,59630436.0,0.0,50114560.0,0.0,63311872.0,1404928.0,4096.0,0.0,0.0,0.0,76.0,0.0,140.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9047.0,0.0,10734.0,43.0,1.0,0.0,0.0,7801634816.0,1805455360.0,10993319936.0,79347200000.0,0.0,0.0
1556214057.552,49.170,6.899,41.263,0.423,0.0,2.245,10980063.0,5702668.0,2578626.0,7848022.0,2735528.0,7884386.0,2956328.0,7805692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25246306.0,6792363.0,0.0,0.0,0.0,0.0,2861716.0,7889028.0,55430596.0,60600367.0,0.0,50466816.0,0.0,63655936.0,15290368.0,12288.0,0.0,0.0,0.0,160.0,0.0,100.0,136.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9091.0,0.0,10819.0,137.0,2.0,0.0,0.0,7807746048.0,1805455360.0,11103559680.0,79230849024.0,0.0,0.0
1556214058.551,49.515,6.921,40.718,0.291,0.0,2.555,10926252.0,5670218.0,2544463.0,7795552.0,2717382.0,7840898.0,2937642.0,7858032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25108194.0,6794325.0,0.0,0.0,0.0,0.0,2832481.0,7836626.0,55114069.0,60391959.0,0.0,50475008.0,0.0,63610880.0,4956160.0,4096.0,0.0,0.0,0.0,200.0,0.0,184.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9095.0,0.0,10845.0,71.0,1.0,0.0,0.0,7814135808.0,1805455360.0,11167653888.0,79160365056.0,0.0,0.0
1556214059.552,50.0,7.097,40.302,0.353,0.0,2.248,10925682.0,5679538.0,2570893.0,7812822.0,2716344.0,7826305.0,2930982.0,7807333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25101804.0,6791726.0,0.0,0.0,0.0,0.0,2848040.0,7836542.0,55144699.0,60354149.0,0.0,57987072.0,0.0,71544832.0,585728.0,8192.0,0.0,0.0,0.0,184.0,0.0,168.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9341.0,0.0,11214.0,20.0,2.0,0.0,0.0,7831592960.0,1805463552.0,11208888320.0,79101665280.0,0.0,0.0
1556214060.551,50.742,6.714,40.123,0.355,0.0,2.066,10850311.0,5648970.0,2563774.0,7798966.0,2689256.0,7764540.0,2936004.0,7768598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24916465.0,6736058.0,0.0,0.0,0.0,0.0,2793665.0,7794882.0,54711884.0,59980712.0,0.0,50483200.0,0.0,63639552.0,360448.0,3031040.0,0.0,0.0,0.0,124.0,0.0,144.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9185.0,0.0,10929.0,23.0,10.0,0.0,0.0,7821082624.0,1805463552.0,11248832512.0,79072231424.0,0.0,0.0
1556214061.551,49.065,7.215,41.161,0.328,0.0,2.230,11007300.0,5682349.0,2570588.0,7850709.0,2694476.0,7906180.0,2944543.0,7895694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25429452.0,6848687.0,0.0,0.0,0.0,0.0,2820621.0,7864618.0,55493696.0,60716804.0,0.0,50704384.0,0.0,64012288.0,2265088.0,8192.0,0.0,0.0,0.0,148.0,0.0,196.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9087.0,0.0,10845.0,43.0,2.0,0.0,0.0,7824244736.0,1805475840.0,11290255360.0,79027634176.0,0.0,0.0
1556214062.551,50.837,7.105,39.659,0.284,0.0,2.116,10950608.0,5693944.0,2556662.0,7763446.0,2699380.0,7770919.0,2930865.0,7766447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24947844.0,6797233.0,0.0,0.0,0.0,0.0,2840976.0,7783418.0,54949292.0,60180897.0,0.0,50409472.0,0.0,63467520.0,503808.0,12288.0,0.0,0.0,0.0,144.0,0.0,160.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,0.0,10852.0,17.0,3.0,0.0,0.0,7839105024.0,1805475840.0,11330314240.0,78972715008.0,0.0,0.0
1556214063.551,49.776,7.298,40.717,0.352,0.0,1.857,10770414.0,5610010.0,2519469.0,7729102.0,2695997.0,7782097.0,2909871.0,7748046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24915028.0,6646844.0,0.0,0.0,0.0,0.0,2819275.0,7784727.0,54585077.0,59684915.0,0.0,48967680.0,0.0,62812160.0,12386304.0,135168.0,0.0,0.0,0.0,88.0,0.0,148.0,152.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8859.0,0.0,10727.0,115.0,6.0,0.0,0.0,7834202112.0,1805475840.0,11432767488.0,78875164672.0,0.0,0.0
1556214064.552,50.826,7.783,38.882,0.445,0.0,2.065,11022954.0,5701039.0,2588499.0,7870095.0,2671104.0,7858344.0,2959285.0,7875357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25280002.0,6848361.0,0.0,0.0,0.0,0.0,2816004.0,7879378.0,55407788.0,60732012.0,0.0,51277824.0,0.0,64749568.0,0.0,78696448.0,0.0,0.0,0.0,124.0,0.0,140.0,0.0,18332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,0.0,10954.0,0.0,305.0,0.0,0.0,7847374848.0,1805492224.0,11483684864.0,78811058176.0,0.0,0.0
1556214065.551,50.258,7.041,40.116,0.323,0.0,2.261,10961134.0,5690691.0,2561222.0,7812091.0,2723447.0,7823930.0,2951100.0,7830557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25073422.0,6800686.0,0.0,0.0,0.0,0.0,2853127.0,7828368.0,55198154.0,60439293.0,0.0,50352128.0,0.0,63864832.0,0.0,3133440.0,0.0,0.0,0.0,128.0,0.0,92.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9079.0,0.0,10964.0,0.0,20.0,0.0,0.0,7853166592.0,1805533184.0,11513053184.0,78775857152.0,0.0,0.0
1556214066.551,51.379,7.555,38.966,0.282,0.0,1.818,10843546.0,5592794.0,2536611.0,7777755.0,2670200.0,7801884.0,2893377.0,7785157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25088736.0,6709537.0,0.0,0.0,0.0,0.0,2799603.0,7790656.0,54704959.0,59879882.0,0.0,49729536.0,0.0,62574592.0,0.0,12288.0,0.0,0.0,0.0,60.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8923.0,0.0,10654.0,0.0,3.0,0.0,0.0,7836831744.0,1805557760.0,11552915456.0,78752305152.0,0.0,0.0
1556214067.551,51.508,6.611,39.217,0.321,0.0,2.343,10914580.0,5714653.0,2580030.0,7815249.0,2703871.0,7812514.0,2975293.0,7827286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25101682.0,6774556.0,0.0,0.0,0.0,0.0,2815181.0,7811412.0,55171425.0,60336232.0,0.0,50929664.0,0.0,64835584.0,0.0,53248.0,0.0,0.0,0.0,96.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9189.0,0.0,11040.0,0.0,2.0,0.0,0.0,7832502272.0,1805758464.0,11655475200.0,78653874176.0,0.0,0.0
1556214068.551,52.223,7.451,37.896,0.352,0.0,2.079,10916415.0,5644811.0,2543298.0,7799188.0,2690377.0,7812301.0,2919708.0,7804310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25096902.0,6776678.0,0.0,0.0,0.0,0.0,2808669.0,7809238.0,54949827.0,60186361.0,0.0,71483392.0,0.0,86581248.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9617.0,0.0,11781.0,0.0,0.0,0.0,0.0,7839637504.0,1805762560.0,11696037888.0,78606172160.0,0.0,0.0
1556214069.551,49.612,7.536,40.006,0.517,0.0,2.329,10876457.0,5649922.0,2577419.0,7793860.0,2659578.0,7746290.0,2961293.0,7805226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24941363.0,6733001.0,0.0,0.0,0.0,0.0,2798077.0,7758756.0,54814592.0,60013552.0,0.0,50806784.0,0.0,63262720.0,0.0,159051776.0,0.0,0.0,0.0,84.0,0.0,80.0,0.0,47704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9124.0,0.0,10755.0,0.0,316.0,0.0,0.0,7843143680.0,1806368768.0,11818840064.0,78479257600.0,0.0,0.0
1556214070.551,50.385,7.248,39.897,0.289,0.0,2.181,10874991.0,5638258.0,2562865.0,7781261.0,2674634.0,7800750.0,2933434.0,7819103.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,25065746.0,6727504.0,0.0,0.0,0.0,87.0,2803013.0,7819908.0,54894630.0,60099608.0,0.0,50122752.0,0.0,63508480.0,0.0,3604480.0,0.0,0.0,0.0,132.0,0.0,168.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8973.0,0.0,10777.0,0.0,15.0,0.0,0.0,7879761920.0,1806520320.0,11864776704.0,78396551168.0,0.0,0.0
1556214071.552,50.968,7.617,38.940,0.286,0.0,2.190,10987415.0,5711323.0,2568196.0,7891212.0,2709815.0,7891854.0,2944881.0,7852844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25433091.0,6844883.0,0.0,0.0,0.0,0.0,2863868.0,7908645.0,55571461.0,60771058.0,0.0,50561024.0,0.0,64495616.0,0.0,602112.0,0.0,0.0,0.0,100.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9143.0,0.0,11067.0,0.0,17.0,0.0,0.0,7851331584.0,1806794752.0,11904462848.0,78385020928.0,0.0,0.0
1556214072.551,50.127,7.397,40.063,0.349,0.0,2.063,10834197.0,5627652.0,2542606.0,7635519.0,2687995.0,7659961.0,2911057.0,7681793.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,24437062.0,6685585.0,0.0,0.0,0.0,107.0,2826492.0,7666151.0,54218875.0,59436426.0,0.0,49451008.0,0.0,62545920.0,0.0,126976.0,0.0,0.0,0.0,156.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.0,0.0,10675.0,0.0,16.0,0.0,0.0,7864627200.0,1807532032.0,11950735360.0,78324715520.0,0.0,0.0
1556214073.551,50.097,7.725,39.560,0.259,0.0,2.359,10961562.0,5671031.0,2564204.0,7936958.0,2693035.0,7925535.0,2949748.0,7946629.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,25570930.0,6823354.0,0.0,0.0,0.0,107.0,2838561.0,7946102.0,55623368.0,60873651.0,0.0,50167808.0,0.0,64724992.0,0.0,122880.0,0.0,0.0,0.0,228.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8999.0,0.0,11089.0,0.0,23.0,0.0,0.0,7863889920.0,1807822848.0,11988971520.0,78286925824.0,0.0,0.0
1556214074.552,50.289,7.024,39.833,0.289,0.0,2.566,10896471.0,5669838.0,2568466.0,7766561.0,2685749.0,7774694.0,2939498.0,7782110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24935547.0,6732445.0,0.0,0.0,0.0,0.0,2825454.0,7782752.0,54872640.0,60064672.0,0.0,50495488.0,0.0,63393792.0,0.0,16384.0,0.0,0.0,0.0,136.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9069.0,0.0,10800.0,0.0,4.0,0.0,0.0,7849259008.0,1807826944.0,12025356288.0,78265167872.0,0.0,0.0
